d_stamp,t_stamp,s9_id,depth,temperature,threshold,const_err
2017-12-11,17:00:00,A00S,68,21.48,,
2017-12-11,17:30:00,A00R,77,21.39,,
2017-12-11,17:30:00,A00P,61,21.6,,
2017-12-11,17:30:00,A00H,34,21.66,,
2017-12-11,17:30:00,A00M,86,21.41,,
2017-12-11,17:30:00,A00S,68,21.49,,
2017-12-11,17:30:00,A00Z,52,21.64,,
2017-12-11,17:30:00,A00Q,16,21.77,,
2017-12-11,17:30:00,A018,23,21.69,,
2017-12-11,17:30:00,A017,5,21.77,,
2017-12-11,18:00:00,A017,5,21.76,,
2017-12-11,18:00:00,A00Q,16,21.76,,
2017-12-11,18:00:00,A00Z,52,21.63,,
2017-12-11,18:00:00,A00P,61,21.59,,
2017-12-11,18:00:00,A00M,86,21.41,,
2017-12-11,18:00:00,A00S,68,21.51,,
2017-12-11,18:00:00,A00H,34,21.67,,
2017-12-11,18:00:00,A018,23,21.73,,
2017-12-11,18:00:00,A00R,77,21.38,,
2017-12-11,18:30:00,A00H,34,21.67,,
2017-12-11,18:30:00,A00P,61,21.57,,
2017-12-11,18:30:00,A00S,68,21.46,,
2017-12-11,18:30:00,A00R,77,21.38,,
2017-12-11,18:30:00,A00M,86,21.4,,
2017-12-11,18:30:00,A00Q,16,21.75,,
2017-12-11,18:30:00,A00Z,52,21.63,,
2017-12-11,18:30:00,A018,23,21.69,,
2017-12-11,18:30:00,A017,5,21.74,,
2017-12-11,19:00:00,A00H,34,21.66,,
2017-12-11,19:00:00,A018,23,21.69,,
2017-12-11,19:00:00,A00P,61,21.57,,
2017-12-11,19:00:00,A00R,77,21.38,,
2017-12-11,19:00:00,A00M,86,21.41,,
2017-12-11,19:00:00,A00Q,16,21.74,,
2017-12-11,19:00:00,A00Z,52,21.63,,
2017-12-11,19:00:00,A00S,68,21.46,,
2017-12-11,19:00:00,A017,5,21.74,,
2017-12-11,19:30:00,A00H,34,21.64,,
2017-12-11,19:30:00,A018,23,21.71,,
2017-12-11,19:30:00,A00S,68,21.43,,
2017-12-11,19:30:00,A00R,77,21.41,,
2017-12-11,19:30:00,A00M,86,21.37,,
2017-12-11,19:30:00,A00P,61,21.57,,
2017-12-11,19:30:00,A00Q,16,21.73,,
2017-12-11,19:30:00,A017,5,21.73,,
2017-12-11,19:30:00,A00Z,52,21.64,,
2017-12-11,20:00:00,A00R,77,21.4,,
2017-12-11,20:00:00,A00P,61,21.57,,
2017-12-11,20:00:00,A00H,34,21.65,,
2017-12-11,20:00:00,A00M,86,21.39,,
2017-12-11,20:00:00,A00S,68,21.47,,
2017-12-11,20:00:00,A00Z,52,21.62,,
2017-12-11,20:00:00,A00Q,16,21.72,,
2017-12-11,20:00:00,A018,23,21.7,,
2017-12-11,20:00:00,A017,5,21.72,,
2017-12-11,20:30:00,A00H,34,21.7,,
2017-12-11,20:30:00,A018,23,21.72,,
2017-12-11,20:30:00,A00S,68,21.5,,
2017-12-11,20:30:00,A00R,77,21.39,,
2017-12-11,20:30:00,A00M,86,21.39,,
2017-12-11,20:30:00,A00P,61,21.58,,
2017-12-11,20:30:00,A00Q,16,21.72,,
2017-12-11,20:30:00,A00Z,52,21.6,,
2017-12-11,20:30:00,A017,5,21.72,,
2017-12-11,21:00:00,A00R,77,21.42,,
2017-12-11,21:00:00,A00P,61,21.56,,
2017-12-11,21:00:00,A00H,34,21.63,,
2017-12-11,21:00:00,A00M,86,21.41,,
2017-12-11,21:00:00,A018,23,21.69,,
2017-12-11,21:00:00,A00Z,52,21.63,,
2017-12-11,21:00:00,A00Q,16,21.71,,
2017-12-11,21:00:00,A00S,68,21.42,,
2017-12-11,21:00:00,A017,5,21.71,,
2017-12-11,21:30:00,A00H,34,21.65,,
2017-12-11,21:30:00,A017,5,21.71,,
2017-12-11,21:30:00,A00Z,52,21.59,,
2017-12-11,21:30:00,A00M,86,21.41,,
2017-12-11,21:30:00,A00P,61,21.58,,
2017-12-11,21:30:00,A00Q,16,21.71,,
2017-12-11,21:30:00,A00R,77,21.41,,
2017-12-11,21:30:00,A00S,68,21.46,,
2017-12-11,21:30:00,A018,23,21.7,,
2017-12-11,22:00:00,A017,5,21.71,,
2017-12-11,22:00:00,A00Q,16,21.72,,
2017-12-11,22:00:00,A00Z,52,21.59,,
2017-12-11,22:00:00,A00S,68,21.47,,
2017-12-11,22:00:00,A00P,61,21.58,,
2017-12-11,22:00:00,A00M,86,21.4,,
2017-12-11,22:00:00,A00H,34,21.65,,
2017-12-11,22:00:00,A018,23,21.71,,
2017-12-11,22:00:00,A00R,77,21.42,,
2017-12-11,22:30:00,A017,5,21.71,,
2017-12-11,22:30:00,A00S,68,21.42,,
2017-12-11,22:30:00,A00Z,52,21.62,,
2017-12-11,22:30:00,A00Q,16,21.71,,
2017-12-11,22:30:00,A00P,61,21.57,,
2017-12-11,22:30:00,A00H,34,21.64,,
2017-12-11,22:30:00,A00M,86,21.4,,
2017-12-11,22:30:00,A018,23,21.71,,
2017-12-11,22:30:00,A00R,77,21.42,,
2017-12-11,23:00:00,A00H,34,21.61,,
2017-12-11,23:00:00,A00Q,16,21.71,,
2017-12-11,23:00:00,A017,5,21.71,,
2017-12-11,23:00:00,A00Z,52,21.61,,
2017-12-11,23:00:00,A00M,86,21.41,,
2017-12-11,23:00:00,A00P,61,21.57,,
2017-12-11,23:00:00,A018,23,21.7,,
2017-12-11,23:00:00,A00R,77,21.4,,
2017-12-11,23:00:00,A00S,68,21.45,,
2017-12-11,23:30:00,A017,5,21.7,,
2017-12-11,23:30:00,A00H,34,21.6,,
2017-12-11,23:30:00,A00Z,52,21.6,,
2017-12-11,23:30:00,A00Q,16,21.7,,
2017-12-11,23:30:00,A00P,61,21.57,,
2017-12-11,23:30:00,A00S,68,21.45,,
2017-12-11,23:30:00,A00M,86,21.37,,
2017-12-11,23:30:00,A018,23,21.7,,
2017-12-11,23:30:00,A00R,77,21.44,,
2017-12-12,00:00:00,A00H,34,21.6,,
2017-12-12,00:00:00,A017,5,21.7,,
2017-12-12,00:00:00,A00Z,52,21.6,,
2017-12-12,00:00:00,A00M,86,21.38,,
2017-12-12,00:00:00,A00P,61,21.57,,
2017-12-12,00:00:00,A00Q,16,21.7,,
2017-12-12,00:00:00,A00R,77,21.43,,
2017-12-12,00:00:00,A00S,68,21.46,,
2017-12-12,00:00:00,A018,23,21.69,,
2017-12-12,00:30:00,A00H,34,21.65,,
2017-12-12,00:30:00,A00Q,16,21.7,,
2017-12-12,00:30:00,A017,5,21.7,,
2017-12-12,00:30:00,A00Z,52,21.59,,
2017-12-12,00:30:00,A00M,86,21.38,,
2017-12-12,00:30:00,A00P,61,21.54,,
2017-12-12,00:30:00,A018,23,21.7,,
2017-12-12,00:30:00,A00R,77,21.41,,
2017-12-12,00:30:00,A00S,68,21.45,,
2017-12-12,01:00:00,A00H,34,21.57,,
2017-12-12,01:00:00,A00S,68,21.46,,
2017-12-12,01:00:00,A00R,77,21.4,,
2017-12-12,01:00:00,A018,23,21.66,,
2017-12-12,01:00:00,A00Z,52,21.57,,
2017-12-12,01:00:00,A00Q,16,21.69,,
2017-12-12,01:00:00,A017,5,21.7,,
2017-12-12,01:00:00,A00P,61,21.49,,
2017-12-12,01:00:00,A00M,86,21.38,,
2017-12-12,01:30:00,A00H,34,21.57,,
2017-12-12,01:30:00,A00S,68,21.47,,
2017-12-12,01:30:00,A00R,77,21.4,,
2017-12-12,01:30:00,A018,23,21.66,,
2017-12-12,01:30:00,A00Z,52,21.57,,
2017-12-12,01:30:00,A00Q,16,21.69,,
2017-12-12,01:30:00,A017,5,21.69,,
2017-12-12,01:30:00,A00P,61,21.49,,
2017-12-12,01:30:00,A00M,86,21.37,,
2017-12-12,02:00:00,A00M,86,21.36,,
2017-12-12,02:00:00,A00R,77,21.42,,
2017-12-12,02:00:00,A018,23,21.62,,
2017-12-12,02:00:00,A00P,61,21.53,,
2017-12-12,02:00:00,A00S,68,21.49,,
2017-12-12,02:00:00,A00Z,52,21.57,,
2017-12-12,02:00:00,A00Q,16,21.69,,
2017-12-12,02:00:00,A017,5,21.69,,
2017-12-12,02:00:00,A00H,34,21.57,,
2017-12-12,02:30:00,A018,23,21.67,,
2017-12-12,02:30:00,A00R,77,21.47,,
2017-12-12,02:30:00,A00P,61,21.56,,
2017-12-12,02:30:00,A00S,68,21.5,,
2017-12-12,02:30:00,A00M,86,21.35,,
2017-12-12,02:30:00,A00Z,52,21.58,,
2017-12-12,02:30:00,A00Q,16,21.69,,
2017-12-12,02:30:00,A017,5,21.69,,
2017-12-12,02:30:00,A00H,34,21.57,,
2017-12-12,03:00:00,A018,23,21.68,,
2017-12-12,03:00:00,A00R,77,21.49,,
2017-12-12,03:00:00,A00P,61,21.56,,
2017-12-12,03:00:00,A00M,86,21.36,,
2017-12-12,03:00:00,A00S,68,21.51,,
2017-12-12,03:00:00,A00Z,52,21.57,,
2017-12-12,03:00:00,A00Q,16,21.69,,
2017-12-12,03:00:00,A017,5,21.68,,
2017-12-12,03:00:00,A00H,34,21.56,,
2017-12-12,03:30:00,A018,23,21.67,,
2017-12-12,03:30:00,A00R,77,21.49,,
2017-12-12,03:30:00,A00P,61,21.56,,
2017-12-12,03:30:00,A00M,86,21.39,,
2017-12-12,03:30:00,A00S,68,21.51,,
2017-12-12,03:30:00,A00Z,52,21.57,,
2017-12-12,03:30:00,A00Q,16,21.68,,
2017-12-12,03:30:00,A017,5,21.69,,
2017-12-12,03:30:00,A00H,34,21.56,,
2017-12-12,04:00:00,A00Q,16,21.67,,
2017-12-12,04:00:00,A00M,86,21.52,,
2017-12-12,04:00:00,A00S,68,21.52,,
2017-12-12,04:00:00,A00R,77,21.49,,
2017-12-12,04:00:00,A018,23,21.67,,
2017-12-12,04:00:00,A00P,61,21.56,,
2017-12-12,04:00:00,A00Z,52,21.58,,
2017-12-12,04:00:00,A00H,34,21.59,,
2017-12-12,04:00:00,A017,5,21.67,,
2017-12-12,04:30:00,A00Q,16,21.66,,
2017-12-12,04:30:00,A017,5,21.67,,
2017-12-12,04:30:00,A00M,86,21.58,,
2017-12-12,04:30:00,A00R,77,21.51,,
2017-12-12,04:30:00,A00S,68,21.53,,
2017-12-12,04:30:00,A00P,61,21.54,,
2017-12-12,04:30:00,A00Z,52,21.58,,
2017-12-12,04:30:00,A00H,34,21.62,,
2017-12-12,04:30:00,A018,23,21.65,,
2017-12-12,05:00:00,A017,5,21.65,,
2017-12-12,05:00:00,A00Q,16,21.65,,
2017-12-12,05:00:00,A00Z,52,21.58,,
2017-12-12,05:00:00,A00R,77,21.6,,
2017-12-12,05:00:00,A00M,86,21.43,,
2017-12-12,05:00:00,A00S,68,21.53,,
2017-12-12,05:00:00,A00P,61,21.54,,
2017-12-12,05:00:00,A018,23,21.65,,
2017-12-12,05:00:00,A00H,34,21.62,,
2017-12-12,05:30:00,A00S,68,21.54,,
2017-12-12,05:30:00,A00M,86,21.54,,
2017-12-12,05:30:00,A00P,61,21.56,,
2017-12-12,05:30:00,A018,23,21.64,,
2017-12-12,05:30:00,A017,5,21.64,,
2017-12-12,05:30:00,A00R,77,21.54,,
2017-12-12,05:30:00,A00H,34,21.61,,
2017-12-12,05:30:00,A00Q,16,21.64,,
2017-12-12,05:30:00,A00Z,52,21.58,,
2017-12-12,06:00:00,A00S,68,21.55,,
2017-12-12,06:00:00,A017,5,21.63,,
2017-12-12,06:00:00,A00M,86,21.48,,
2017-12-12,06:00:00,A00P,61,21.56,,
2017-12-12,06:00:00,A018,23,21.63,,
2017-12-12,06:00:00,A00Z,52,21.58,,
2017-12-12,06:00:00,A00R,77,21.54,,
2017-12-12,06:00:00,A00H,34,21.63,,
2017-12-12,06:00:00,A00Q,16,21.63,,
2017-12-12,06:30:00,A00S,68,21.55,,
2017-12-12,06:30:00,A017,5,21.61,,
2017-12-12,06:30:00,A00P,61,21.56,,
2017-12-12,06:30:00,A018,23,21.62,,
2017-12-12,06:30:00,A00M,86,21.58,,
2017-12-12,06:30:00,A00R,77,21.54,,
2017-12-12,06:30:00,A00H,34,21.61,,
2017-12-12,06:30:00,A00Q,16,21.61,,
2017-12-12,06:30:00,A00Z,52,21.58,,
2017-12-12,07:00:00,A00P,61,21.58,,
2017-12-12,07:00:00,A017,5,21.59,,
2017-12-12,07:00:00,A00M,86,21.63,,
2017-12-12,07:00:00,A018,23,21.6,,
2017-12-12,07:00:00,A00S,68,21.56,,
2017-12-12,07:00:00,A00H,34,21.6,,
2017-12-12,07:00:00,A00Q,16,21.6,,
2017-12-12,07:00:00,A00R,77,21.55,,
2017-12-12,07:00:00,A00Z,52,21.58,,
2017-12-12,07:30:00,A00P,61,21.58,,
2017-12-12,07:30:00,A018,23,21.59,,
2017-12-12,07:30:00,A00M,86,21.62,,
2017-12-12,07:30:00,A00S,68,21.56,,
2017-12-12,07:30:00,A00R,77,21.57,,
2017-12-12,07:30:00,A00Q,16,21.59,,
2017-12-12,07:30:00,A00Z,52,21.58,,
2017-12-12,07:30:00,A017,5,21.6,,
2017-12-12,07:30:00,A00H,34,21.59,,
2017-12-12,08:00:00,A00M,86,21.64,,
2017-12-12,08:00:00,A00R,77,21.57,,
2017-12-12,08:00:00,A00Z,52,21.58,,
2017-12-12,08:00:00,A018,23,21.59,,
2017-12-12,08:00:00,A017,5,21.59,,
2017-12-12,08:00:00,A00H,34,21.59,,
2017-12-12,08:00:00,A00S,68,21.57,,
2017-12-12,08:00:00,A00Q,16,21.59,,
2017-12-12,08:00:00,A00P,61,21.58,,
2017-12-12,08:30:00,A00P,61,21.58,,
2017-12-12,08:30:00,A00M,86,21.63,,
2017-12-12,08:30:00,A018,23,21.59,,
2017-12-12,08:30:00,A00H,34,21.59,,
2017-12-12,08:30:00,A00Q,16,21.59,,
2017-12-12,08:30:00,A00S,68,21.58,,
2017-12-12,08:30:00,A017,5,21.59,,
2017-12-12,08:30:00,A00R,77,21.61,,
2017-12-12,08:30:00,A00Z,52,21.59,,
2017-12-12,09:00:00,A00M,86,21.63,,
2017-12-12,09:00:00,A00R,77,21.57,,
2017-12-12,09:00:00,A00Z,52,21.59,,
2017-12-12,09:00:00,A018,23,21.59,,
2017-12-12,09:00:00,A017,5,21.59,,
2017-12-12,09:00:00,A00H,34,21.59,,
2017-12-12,09:00:00,A00S,68,21.58,,
2017-12-12,09:00:00,A00Q,16,21.59,,
2017-12-12,09:00:00,A00P,61,21.59,,
2017-12-12,09:30:00,A00M,86,21.64,,
2017-12-12,09:30:00,A018,23,21.59,,
2017-12-12,09:30:00,A00P,61,21.6,,
2017-12-12,09:30:00,A00R,77,21.58,,
2017-12-12,09:30:00,A00H,34,21.59,,
2017-12-12,09:30:00,A00Q,16,21.58,,
2017-12-12,09:30:00,A00Z,52,21.6,,
2017-12-12,09:30:00,A017,5,21.58,,
2017-12-12,09:30:00,A00S,68,21.59,,
2017-12-12,10:00:00,A018,23,21.59,,
2017-12-12,10:00:00,A00P,61,21.59,,
2017-12-12,10:00:00,A00H,34,21.59,,
2017-12-12,10:00:00,A017,5,21.59,,
2017-12-12,10:00:00,A00R,77,21.59,,
2017-12-12,10:00:00,A00Z,52,21.59,,
2017-12-12,10:00:00,A00Q,16,21.59,,
2017-12-12,10:00:00,A00M,86,21.61,,
2017-12-12,10:00:00,A00S,68,21.6,,
2017-12-12,10:30:00,A00M,86,21.6,,
2017-12-12,10:30:00,A018,23,21.59,,
2017-12-12,10:30:00,A00H,34,21.59,,
2017-12-12,10:30:00,A00R,77,21.59,,
2017-12-12,10:30:00,A00P,61,21.6,,
2017-12-12,10:30:00,A017,5,21.59,,
2017-12-12,10:30:00,A00Q,16,21.59,,
2017-12-12,10:30:00,A00Z,52,21.6,,
2017-12-12,10:30:00,A00S,68,21.6,,
2017-12-12,11:00:00,A00M,86,21.58,,
2017-12-12,11:00:00,A018,23,21.6,,
2017-12-12,11:00:00,A00H,34,21.6,,
2017-12-12,11:00:00,A00R,77,21.6,,
2017-12-12,11:00:00,A00P,61,21.6,,
2017-12-12,11:00:00,A017,5,21.59,,
2017-12-12,11:00:00,A00Q,16,21.59,,
2017-12-12,11:00:00,A00Z,52,21.6,,
2017-12-12,11:00:00,A00S,68,21.6,,
2017-12-12,11:30:00,A00H,34,21.6,,
2017-12-12,11:30:00,A00Z,52,21.6,,
2017-12-12,11:30:00,A017,5,21.6,,
2017-12-12,11:30:00,A00P,61,21.6,,
2017-12-12,11:30:00,A00M,86,21.57,,
2017-12-12,11:30:00,A018,23,21.6,,
2017-12-12,11:30:00,A00R,77,21.59,,
2017-12-12,11:30:00,A00S,68,21.61,,
2017-12-12,11:30:00,A00Q,16,21.6,,
2017-12-12,12:00:00,A00Z,52,21.6,,
2017-12-12,12:00:00,A00H,34,21.59,,
2017-12-12,12:00:00,A017,5,21.59,,
2017-12-12,12:00:00,A00P,61,21.6,,
2017-12-12,12:00:00,A00M,86,21.56,,
2017-12-12,12:00:00,A018,23,21.59,,
2017-12-12,12:00:00,A00R,77,21.61,,
2017-12-12,12:00:00,A00S,68,21.61,,
2017-12-12,12:00:00,A00Q,16,21.59,,
2017-12-12,12:30:00,A00H,34,21.6,,
2017-12-12,12:30:00,A00Z,52,21.6,,
2017-12-12,12:30:00,A017,5,21.6,,
2017-12-12,12:30:00,A00S,68,21.61,,
2017-12-12,12:30:00,A00P,61,21.61,,
2017-12-12,12:30:00,A018,23,21.6,,
2017-12-12,12:30:00,A00R,77,21.62,,
2017-12-12,12:30:00,A00M,86,21.6,,
2017-12-12,12:30:00,A00Q,16,21.6,,
2017-12-12,13:00:00,A00M,86,21.6,,
2017-12-12,13:00:00,A018,23,21.6,,
2017-12-12,13:00:00,A00H,34,21.6,,
2017-12-12,13:00:00,A00R,77,21.61,,
2017-12-12,13:00:00,A00P,61,21.59,,
2017-12-12,13:00:00,A017,5,21.6,,
2017-12-12,13:00:00,A00Q,16,21.6,,
2017-12-12,13:00:00,A00Z,52,21.6,,
2017-12-12,13:00:00,A00S,68,21.61,,
2017-12-12,13:30:00,A00M,86,21.61,,
2017-12-12,13:30:00,A018,23,21.6,,
2017-12-12,13:30:00,A00H,34,21.6,,
2017-12-12,13:30:00,A00R,77,21.62,,
2017-12-12,13:30:00,A00P,61,21.6,,
2017-12-12,13:30:00,A017,5,21.59,,
2017-12-12,13:30:00,A00Q,16,21.6,,
2017-12-12,13:30:00,A00Z,52,21.6,,
2017-12-12,13:30:00,A00S,68,21.61,,
2017-12-12,14:00:00,A00M,86,21.62,,
2017-12-12,14:00:00,A018,23,21.6,,
2017-12-12,14:00:00,A00H,34,21.6,,
2017-12-12,14:00:00,A00R,77,21.62,,
2017-12-12,14:00:00,A00P,61,21.61,,
2017-12-12,14:00:00,A017,5,21.59,,
2017-12-12,14:00:00,A00Q,16,21.59,,
2017-12-12,14:00:00,A00Z,52,21.61,,
2017-12-12,14:00:00,A00S,68,21.61,,
2017-12-12,14:30:00,A017,5,21.59,,
2017-12-12,14:30:00,A00S,68,21.6,,
2017-12-12,14:30:00,A00H,34,21.6,,
2017-12-12,14:30:00,A00M,86,21.61,,
2017-12-12,14:30:00,A00Q,16,21.59,,
2017-12-12,14:30:00,A00Z,52,21.6,,
2017-12-12,14:30:00,A018,23,21.6,,
2017-12-12,14:30:00,A00P,61,21.59,,
2017-12-12,14:30:00,A00R,77,21.63,,
2017-12-12,15:00:00,A00S,68,21.62,,
2017-12-12,15:00:00,A00Z,52,21.6,,
2017-12-12,15:00:00,A00P,61,21.58,,
2017-12-12,15:00:00,A00M,86,21.63,,
2017-12-12,15:00:00,A00H,34,21.6,,
2017-12-12,15:00:00,A00Q,16,21.59,,
2017-12-12,15:00:00,A018,23,21.6,,
2017-12-12,15:00:00,A00R,77,21.62,,
2017-12-12,15:00:00,A017,5,21.6,,
2017-12-12,15:30:00,A017,5,21.59,,
2017-12-12,15:30:00,A00S,68,21.61,,
2017-12-12,15:30:00,A00H,34,21.59,,
2017-12-12,15:30:00,A00M,86,21.62,,
2017-12-12,15:30:00,A00Q,16,21.59,,
2017-12-12,15:30:00,A00Z,52,21.59,,
2017-12-12,15:30:00,A018,23,21.59,,
2017-12-12,15:30:00,A00P,61,21.6,,
2017-12-12,15:30:00,A00R,77,21.64,,
2017-12-12,16:00:00,A00R,77,21.6,,
2017-12-12,16:00:00,A00Q,16,21.59,,
2017-12-12,16:00:00,A00S,68,21.6,,
2017-12-12,16:00:00,A00M,86,21.62,,
2017-12-12,16:00:00,A017,5,21.59,,
2017-12-12,16:00:00,A00Z,52,21.59,,
2017-12-12,16:00:00,A00P,61,21.59,,
2017-12-12,16:00:00,A00H,34,21.59,,
2017-12-12,16:00:00,A018,23,21.59,,
2017-12-12,16:30:00,A00R,77,21.6,,
2017-12-12,16:30:00,A00Q,16,21.58,,
2017-12-12,16:30:00,A00S,68,21.6,,
2017-12-12,16:30:00,A00M,86,21.62,,
2017-12-12,16:30:00,A017,5,21.58,,
2017-12-12,16:30:00,A00Z,52,21.6,,
2017-12-12,16:30:00,A00P,61,21.6,,
2017-12-12,16:30:00,A00H,34,21.59,,
2017-12-12,16:30:00,A018,23,21.59,,
2017-12-12,17:00:00,A00Q,16,21.6,,
2017-12-12,17:00:00,A00R,77,21.6,,
2017-12-12,17:00:00,A00S,68,21.61,,
2017-12-12,17:00:00,A00M,86,21.62,,
2017-12-12,17:00:00,A017,5,21.59,,
2017-12-12,17:00:00,A00Z,52,21.6,,
2017-12-12,17:00:00,A00P,61,21.6,,
2017-12-12,17:00:00,A00H,34,21.6,,
2017-12-12,17:00:00,A018,23,21.6,,
2017-12-12,17:30:00,A00Q,16,21.59,,
2017-12-12,17:30:00,A00S,68,21.61,,
2017-12-12,17:30:00,A00M,86,21.63,,
2017-12-12,17:30:00,A00P,61,21.6,,
2017-12-12,17:30:00,A00R,77,21.61,,
2017-12-12,17:30:00,A00H,34,21.6,,
2017-12-12,17:30:00,A00Z,52,21.6,,
2017-12-12,17:30:00,A018,23,21.59,,
2017-12-12,17:30:00,A017,5,21.59,,
2017-12-12,18:00:00,A00Q,16,21.58,,
2017-12-12,18:00:00,A00P,61,21.6,,
2017-12-12,18:00:00,A00S,68,21.6,,
2017-12-12,18:00:00,A00M,86,21.61,,
2017-12-12,18:00:00,A018,23,21.59,,
2017-12-12,18:00:00,A00R,77,21.6,,
2017-12-12,18:00:00,A00H,34,21.59,,
2017-12-12,18:00:00,A00Z,52,21.6,,
2017-12-12,18:00:00,A017,5,21.58,,
2017-12-12,18:30:00,A017,5,21.6,,
2017-12-12,18:30:00,A00Q,16,21.59,,
2017-12-12,18:30:00,A00P,61,21.6,,
2017-12-12,18:30:00,A00Z,52,21.6,,
2017-12-12,18:30:00,A018,23,21.59,,
2017-12-12,18:30:00,A00M,86,21.62,,
2017-12-12,18:30:00,A00H,34,21.6,,
2017-12-12,18:30:00,A00R,77,21.6,,
2017-12-12,18:30:00,A00S,68,21.6,,
2017-12-12,19:00:00,A018,23,21.6,,
2017-12-12,19:00:00,A00Q,16,21.59,,
2017-12-12,19:00:00,A00R,77,21.6,,
2017-12-12,19:00:00,A00P,61,21.6,,
2017-12-12,19:00:00,A00Z,52,21.6,,
2017-12-12,19:00:00,A017,5,21.59,,
2017-12-12,19:00:00,A00M,86,21.61,,
2017-12-12,19:00:00,A00H,34,21.6,,
2017-12-12,19:00:00,A00S,68,21.6,,
2017-12-12,19:30:00,A00S,68,21.6,,
2017-12-12,19:30:00,A00P,61,21.6,,
2017-12-12,19:30:00,A00H,34,21.6,,
2017-12-12,19:30:00,A00Q,16,21.59,,
2017-12-12,19:30:00,A018,23,21.59,,
2017-12-12,19:30:00,A017,5,21.59,,
2017-12-12,19:30:00,A00M,86,21.61,,
2017-12-12,19:30:00,A00Z,52,21.6,,
2017-12-12,19:30:00,A00R,77,21.6,,
2017-12-12,20:00:00,A00H,34,21.59,,
2017-12-12,20:00:00,A017,5,21.58,,
2017-12-12,20:00:00,A00Q,16,21.58,,
2017-12-12,20:00:00,A00M,86,21.61,,
2017-12-12,20:00:00,A00R,77,21.6,,
2017-12-12,20:00:00,A00Z,52,21.59,,
2017-12-12,20:00:00,A00S,68,21.6,,
2017-12-12,20:00:00,A00P,61,21.6,,
2017-12-12,20:00:00,A018,23,21.59,,
2017-12-12,20:30:00,A00S,68,21.59,,
2017-12-12,20:30:00,A00Z,52,21.59,,
2017-12-12,20:30:00,A00Q,16,21.58,,
2017-12-12,20:30:00,A00M,86,21.61,,
2017-12-12,20:30:00,A018,23,21.58,,
2017-12-12,20:30:00,A00P,61,21.59,,
2017-12-12,20:30:00,A00R,77,21.6,,
2017-12-12,20:30:00,A00H,34,21.58,,
2017-12-12,20:30:00,A017,5,21.58,,
2017-12-12,21:00:00,A00Q,16,21.57,,
2017-12-12,21:00:00,A017,5,21.57,,
2017-12-12,21:00:00,A00H,34,21.58,,
2017-12-12,21:00:00,A00M,86,21.61,,
2017-12-12,21:00:00,A00R,77,21.59,,
2017-12-12,21:00:00,A00Z,52,21.59,,
2017-12-12,21:00:00,A00S,68,21.59,,
2017-12-12,21:00:00,A00P,61,21.59,,
2017-12-12,21:00:00,A018,23,21.58,,
2017-12-12,21:30:00,A00S,68,21.59,,
2017-12-12,21:30:00,A00Z,52,21.59,,
2017-12-12,21:30:00,A00Q,16,21.58,,
2017-12-12,21:30:00,A00M,86,21.6,,
2017-12-12,21:30:00,A018,23,21.58,,
2017-12-12,21:30:00,A00P,61,21.59,,
2017-12-12,21:30:00,A00R,77,21.59,,
2017-12-12,21:30:00,A00H,34,21.58,,
2017-12-12,21:30:00,A017,5,21.57,,
2017-12-12,22:00:00,A00P,61,21.59,,
2017-12-12,22:00:00,A00R,77,21.6,,
2017-12-12,22:00:00,A017,5,21.57,,
2017-12-12,22:00:00,A018,23,21.58,,
2017-12-12,22:00:00,A00Z,52,21.58,,
2017-12-12,22:00:00,A00H,34,21.58,,
2017-12-12,22:00:00,A00M,86,21.6,,
2017-12-12,22:00:00,A00Q,16,21.58,,
2017-12-12,22:00:00,A00S,68,21.59,,
2017-12-12,22:30:00,A00R,77,21.6,,
2017-12-12,22:30:00,A00M,86,21.6,,
2017-12-12,22:30:00,A00Z,52,21.59,,
2017-12-12,22:30:00,A00H,34,21.58,,
2017-12-12,22:30:00,A00S,68,21.6,,
2017-12-12,22:30:00,A017,5,21.58,,
2017-12-12,22:30:00,A018,23,21.58,,
2017-12-12,22:30:00,A00Q,16,21.58,,
2017-12-12,22:30:00,A00P,61,21.59,,
2017-12-12,23:00:00,A00P,61,21.59,,
2017-12-12,23:00:00,A00R,77,21.6,,
2017-12-12,23:00:00,A018,23,21.57,,
2017-12-12,23:00:00,A017,5,21.57,,
2017-12-12,23:00:00,A00Q,16,21.57,,
2017-12-12,23:00:00,A00H,34,21.57,,
2017-12-12,23:00:00,A00M,86,21.6,,
2017-12-12,23:00:00,A00Z,52,21.59,,
2017-12-12,23:00:00,A00S,68,21.59,,
2017-12-12,23:30:00,A00R,77,21.59,,
2017-12-12,23:30:00,A00M,86,21.59,,
2017-12-12,23:30:00,A00H,34,21.57,,
2017-12-12,23:30:00,A00S,68,21.59,,
2017-12-12,23:30:00,A00P,61,21.58,,
2017-12-12,23:30:00,A017,5,21.57,,
2017-12-12,23:30:00,A00Z,52,21.58,,
2017-12-12,23:30:00,A018,23,21.56,,
2017-12-12,23:30:00,A00Q,16,21.56,,
2017-12-13,00:00:00,A00M,86,21.58,,
2017-12-13,00:00:00,A00H,34,21.57,,
2017-12-13,00:00:00,A00Q,16,21.57,,
2017-12-13,00:00:00,A00R,77,21.58,,
2017-12-13,00:00:00,A017,5,21.57,,
2017-12-13,00:00:00,A018,23,21.57,,
2017-12-13,00:00:00,A00P,61,21.58,,
2017-12-13,00:00:00,A00Z,52,21.57,,
