d_stamp,t_stamp,s9_id,depth,temperature,threshold,const_err
2017-08-26,02:30:00,A00B,14,29.9,,
2017-08-26,03:00:00,A00H,32,28.2,,
2017-08-26,03:00:00,A015,23,29.9,,
2017-08-26,03:00:00,A00D,50,24,,
2017-08-26,03:00:00,A016,5,29.91,,
2017-08-26,03:00:00,A00C,77,20.56,,
2017-08-26,03:00:00,A00E,68,21.89,,
2017-08-26,03:00:00,A00A,59,22.83,,
2017-08-26,03:00:00,A00B,14,29.91,,
2017-08-26,03:30:00,A00D,50,24.17,,
2017-08-26,03:30:00,A015,23,29.89,,
2017-08-26,03:30:00,A00H,32,28.24,,
2017-08-26,03:30:00,A016,5,29.91,,
2017-08-26,03:30:00,A00C,77,20.57,,
2017-08-26,03:30:00,A00E,68,21.84,,
2017-08-26,03:30:00,A00A,59,22.86,,
2017-08-26,03:30:00,A00B,14,29.91,,
2017-08-26,04:00:00,A00B,14,29.91,,
2017-08-26,04:00:00,A00A,59,22.87,,
2017-08-26,04:00:00,A00E,68,21.79,,
2017-08-26,04:00:00,A00C,77,20.54,,
2017-08-26,04:00:00,A016,5,29.91,,
2017-08-26,04:00:00,A015,23,29.9,,
2017-08-26,04:00:00,A00D,50,24.16,,
2017-08-26,04:00:00,A00H,32,28.21,,
2017-08-26,04:30:00,A016,5,29.91,,
2017-08-26,04:30:00,A00H,32,28.21,,
2017-08-26,04:30:00,A00D,50,24.17,,
2017-08-26,04:30:00,A015,23,29.9,,
2017-08-26,04:30:00,A00A,59,22.88,,
2017-08-26,04:30:00,A00E,68,21.78,,
2017-08-26,04:30:00,A00C,77,20.51,,
2017-08-26,04:30:00,A00B,14,29.91,,
2017-08-26,05:00:00,A00B,14,29.91,,
2017-08-26,05:00:00,A00E,68,21.75,,
2017-08-26,05:00:00,A015,23,29.91,,
2017-08-26,05:00:00,A00C,77,20.45,,
2017-08-26,05:00:00,A00D,50,24.1,,
2017-08-26,05:00:00,A00A,59,22.89,,
2017-08-26,05:00:00,A00H,32,28.22,,
2017-08-26,05:00:00,A016,5,29.92,,
2017-08-26,05:30:00,A00B,14,29.92,,
2017-08-26,05:30:00,A00D,50,24.21,,
2017-08-26,05:30:00,A00E,68,21.81,,
2017-08-26,05:30:00,A016,5,29.92,,
2017-08-26,05:30:00,A015,23,29.92,,
2017-08-26,05:30:00,A00A,59,22.94,,
2017-08-26,05:30:00,A00H,32,28.23,,
2017-08-26,06:00:00,A00H,32,28.25,,
2017-08-26,06:00:00,A016,5,29.92,,
2017-08-26,06:00:00,A00D,50,24.25,,
2017-08-26,06:00:00,A015,23,29.92,,
2017-08-26,06:00:00,A00A,59,22.98,,
2017-08-26,06:00:00,A00E,68,21.96,,
2017-08-26,06:00:00,A00B,14,29.92,,
2017-08-26,06:30:00,A00H,32,28.26,,
2017-08-26,06:30:00,A016,5,29.94,,
2017-08-26,06:30:00,A00D,50,24.4,,
2017-08-26,06:30:00,A00E,68,21.97,,
2017-08-26,06:30:00,A00A,59,22.98,,
2017-08-26,06:30:00,A015,23,29.91,,
2017-08-26,06:30:00,A00C,77,20.58,,
2017-08-26,06:30:00,A00B,14,29.93,,
2017-08-26,07:00:00,A00B,14,29.93,,
2017-08-26,07:00:00,A00A,59,23.02,,
2017-08-26,07:00:00,A00E,68,22,,
2017-08-26,07:00:00,A016,5,29.94,,
2017-08-26,07:00:00,A015,23,29.9,,
2017-08-26,07:00:00,A00D,50,24.46,,
2017-08-26,07:00:00,A00H,32,28.28,,
2017-08-26,07:30:00,A00D,50,24.45,,
2017-08-26,07:30:00,A00E,68,22,,
2017-08-26,07:30:00,A015,23,29.9,,
2017-08-26,07:30:00,A00B,14,29.94,,
2017-08-26,07:30:00,A00C,77,20.6,,
2017-08-26,07:30:00,A00A,59,23.04,,
2017-08-26,07:30:00,A00H,32,28.25,,
2017-08-26,07:30:00,A016,5,29.96,,
2017-08-26,08:00:00,A00B,14,29.96,,
2017-08-26,08:00:00,A00A,59,23.05,,
2017-08-26,08:00:00,A00E,68,21.98,,
2017-08-26,08:00:00,A016,5,29.97,,
2017-08-26,08:00:00,A015,23,29.89,,
2017-08-26,08:00:00,A00D,50,24.48,,
2017-08-26,08:00:00,A00H,32,28.23,,
2017-08-26,08:30:00,A00B,14,29.97,,
2017-08-26,08:30:00,A00A,59,23.08,,
2017-08-26,08:30:00,A00E,68,21.97,,
2017-08-26,08:30:00,A00C,77,20.45,,
2017-08-26,08:30:00,A016,5,29.99,,
2017-08-26,08:30:00,A015,23,29.89,,
2017-08-26,08:30:00,A00D,50,24.45,,
2017-08-26,08:30:00,A00H,32,28.15,,
2017-08-26,09:00:00,A00D,50,24.52,,
2017-08-26,09:00:00,A00H,32,28.3,,
2017-08-26,09:00:00,A015,23,29.92,,
2017-08-26,09:00:00,A00B,14,29.98,,
2017-08-26,09:00:00,A00A,59,23.09,,
2017-08-26,09:00:00,A00E,68,21.94,,
2017-08-26,09:00:00,A016,5,30.01,,
2017-08-26,09:30:00,A00B,14,29.98,,
2017-08-26,09:30:00,A00A,59,23.1,,
2017-08-26,09:30:00,A00E,68,22.03,,
2017-08-26,09:30:00,A00C,77,20.71,,
2017-08-26,09:30:00,A016,5,30.03,,
2017-08-26,09:30:00,A015,23,29.95,,
2017-08-26,09:30:00,A00D,50,24.6,,
2017-08-26,09:30:00,A00H,32,28.34,,
2017-08-26,10:00:00,A00D,50,24.52,,
2017-08-26,10:00:00,A00E,68,22.08,,
2017-08-26,10:00:00,A015,23,29.95,,
2017-08-26,10:00:00,A00A,59,23.12,,
2017-08-26,10:00:00,A00B,14,30,,
2017-08-26,10:00:00,A016,5,30.04,,
2017-08-26,10:00:00,A00H,32,28.33,,
2017-08-26,10:30:00,A00H,32,28.38,,
2017-08-26,10:30:00,A00A,59,23.14,,
2017-08-26,10:30:00,A00E,68,21.96,,
2017-08-26,10:30:00,A015,23,29.96,,
2017-08-26,10:30:00,A00D,50,24.49,,
2017-08-26,10:30:00,A016,5,30.05,,
2017-08-26,10:30:00,A00B,14,30.01,,
2017-08-26,11:00:00,A00H,32,28.45,,
2017-08-26,11:00:00,A00A,59,23.17,,
2017-08-26,11:00:00,A00E,68,21.8,,
2017-08-26,11:00:00,A015,23,29.97,,
2017-08-26,11:00:00,A00B,14,30.01,,
2017-08-26,11:00:00,A016,5,30.07,,
2017-08-26,11:00:00,A00D,50,24.44,,
2017-08-26,11:30:00,A00H,32,28.3,,
2017-08-26,11:30:00,A00A,59,23.19,,
2017-08-26,11:30:00,A00E,68,21.65,,
2017-08-26,11:30:00,A00B,14,30.01,,
2017-08-26,11:30:00,A016,5,30.1,,
2017-08-26,11:30:00,A00C,77,20.67,,
2017-08-26,11:30:00,A015,23,29.96,,
2017-08-26,11:30:00,A00D,50,24.46,,
2017-08-26,12:00:00,A00H,32,28.24,,
2017-08-26,12:00:00,A00A,59,23.21,,
2017-08-26,12:00:00,A00E,68,21.74,,
2017-08-26,12:00:00,A015,23,29.97,,
2017-08-26,12:00:00,A00B,14,30.02,,
2017-08-26,12:00:00,A00C,77,20.6,,
2017-08-26,12:00:00,A016,5,30.19,,
2017-08-26,12:00:00,A00D,50,24.47,,
2017-08-26,12:30:00,A00C,77,20.58,,
2017-08-26,12:30:00,A015,23,29.96,,
2017-08-26,12:30:00,A00A,59,23.23,,
2017-08-26,12:30:00,A00H,32,28.07,,
2017-08-26,12:30:00,A016,5,30.16,,
2017-08-26,12:30:00,A00E,68,21.46,,
2017-08-26,12:30:00,A00B,14,30.02,,
2017-08-26,12:30:00,A00D,50,24.51,,
2017-08-26,13:00:00,A00H,32,27.96,,
2017-08-26,13:00:00,A00A,59,23.24,,
2017-08-26,13:00:00,A00E,68,21.36,,
2017-08-26,13:00:00,A015,23,29.96,,
2017-08-26,13:00:00,A00B,14,30.02,,
2017-08-26,13:00:00,A016,5,30.15,,
2017-08-26,13:00:00,A00D,50,24.49,,
2017-08-26,13:30:00,A00B,14,30.03,,
2017-08-26,13:30:00,A00D,50,24.34,,
2017-08-26,13:30:00,A00E,68,21.33,,
2017-08-26,13:30:00,A00C,77,20.61,,
2017-08-26,13:30:00,A016,5,30.14,,
2017-08-26,13:30:00,A015,23,29.97,,
2017-08-26,13:30:00,A00A,59,23.25,,
2017-08-26,13:30:00,A00H,32,28.01,,
2017-08-26,14:00:00,A00B,14,30.03,,
2017-08-26,14:00:00,A00D,50,24.31,,
2017-08-26,14:00:00,A00E,68,21.33,,
2017-08-26,14:00:00,A016,5,30.2,,
2017-08-26,14:00:00,A015,23,29.96,,
2017-08-26,14:00:00,A00A,59,23.26,,
2017-08-26,14:00:00,A00H,32,28.1,,
2017-08-26,14:30:00,A00B,14,30.03,,
2017-08-26,14:30:00,A00D,50,24.32,,
2017-08-26,14:30:00,A00E,68,21.36,,
2017-08-26,14:30:00,A00C,77,20.56,,
2017-08-26,14:30:00,A016,5,30.28,,
2017-08-26,14:30:00,A015,23,29.96,,
2017-08-26,14:30:00,A00A,59,23.27,,
2017-08-26,14:30:00,A00H,32,28.06,,
2017-08-26,15:00:00,A00H,32,28.21,,
2017-08-26,15:00:00,A00A,59,23.29,,
2017-08-26,15:00:00,A00E,68,21.38,,
2017-08-26,15:00:00,A015,23,29.96,,
2017-08-26,15:00:00,A00B,14,30.02,,
2017-08-26,15:00:00,A00C,77,20.57,,
2017-08-26,15:00:00,A016,5,30.19,,
2017-08-26,15:00:00,A00D,50,24.38,,
2017-08-26,15:30:00,A00H,32,28.31,,
2017-08-26,15:30:00,A00A,59,23.31,,
2017-08-26,15:30:00,A00E,68,21.42,,
2017-08-26,15:30:00,A00D,50,24.38,,
2017-08-26,15:30:00,A016,5,30.23,,
2017-08-26,15:30:00,A015,23,29.97,,
2017-08-26,15:30:00,A00B,14,30.03,,
2017-08-26,16:00:00,A00A,59,23.32,,
2017-08-26,16:00:00,A00H,32,28.42,,
2017-08-26,16:00:00,A00E,68,21.44,,
2017-08-26,16:00:00,A015,23,29.97,,
2017-08-26,16:00:00,A00C,77,20.53,,
2017-08-26,16:00:00,A016,5,30.26,,
2017-08-26,16:00:00,A00D,50,24.4,,
2017-08-26,16:00:00,A00B,14,30.02,,
2017-08-26,16:30:00,A00A,59,23.3,,
2017-08-26,16:30:00,A00H,32,28.4,,
2017-08-26,16:30:00,A00E,68,21.48,,
2017-08-26,16:30:00,A015,23,29.97,,
2017-08-26,16:30:00,A016,5,30.27,,
2017-08-26,16:30:00,A00D,50,24.36,,
2017-08-26,16:30:00,A00B,14,30.02,,
2017-08-26,17:00:00,A00C,77,20.57,,
2017-08-26,17:00:00,A015,23,29.97,,
2017-08-26,17:00:00,A00H,32,28.49,,
2017-08-26,17:00:00,A00A,59,23.21,,
2017-08-26,17:00:00,A016,5,30.31,,
2017-08-26,17:00:00,A00E,68,21.54,,
2017-08-26,17:00:00,A00B,14,30.04,,
2017-08-26,17:00:00,A00D,50,24.28,,
2017-08-26,17:30:00,A015,23,29.98,,
2017-08-26,17:30:00,A00H,32,28.33,,
2017-08-26,17:30:00,A00A,59,23.33,,
2017-08-26,17:30:00,A016,5,30.29,,
2017-08-26,17:30:00,A00E,68,21.54,,
2017-08-26,17:30:00,A00B,14,30.04,,
2017-08-26,17:30:00,A00D,50,24.38,,
2017-08-26,18:00:00,A00B,14,30.04,,
2017-08-26,18:00:00,A00D,50,24.35,,
2017-08-26,18:00:00,A00E,68,21.55,,
2017-08-26,18:00:00,A016,5,30.28,,
2017-08-26,18:00:00,A015,23,29.98,,
2017-08-26,18:00:00,A00A,59,23.33,,
2017-08-26,18:00:00,A00H,32,28.35,,
2017-08-26,18:30:00,A00H,32,28.24,,
2017-08-26,18:30:00,A00A,59,23.32,,
2017-08-26,18:30:00,A016,5,30.29,,
2017-08-26,18:30:00,A00E,68,21.59,,
2017-08-26,18:30:00,A00B,14,30.08,,
2017-08-26,18:30:00,A015,23,29.99,,
2017-08-26,18:30:00,A00D,50,24.35,,
2017-08-26,19:00:00,A00H,32,28.21,,
2017-08-26,19:00:00,A00A,59,23.29,,
2017-08-26,19:00:00,A00E,68,21.63,,
2017-08-26,19:00:00,A015,23,29.96,,
2017-08-26,19:00:00,A00B,14,30.14,,
2017-08-26,19:00:00,A016,5,30.27,,
2017-08-26,19:00:00,A00D,50,24.39,,
2017-08-26,19:30:00,A00B,14,30.09,,
2017-08-26,19:30:00,A00D,50,24.31,,
2017-08-26,19:30:00,A00E,68,21.68,,
2017-08-26,19:30:00,A016,5,30.23,,
2017-08-26,19:30:00,A015,23,29.95,,
2017-08-26,19:30:00,A00A,59,23.19,,
2017-08-26,19:30:00,A00H,32,28.37,,
2017-08-26,20:00:00,A00C,77,20.61,,
2017-08-26,20:00:00,A015,23,29.93,,
2017-08-26,20:00:00,A00A,59,23.27,,
2017-08-26,20:00:00,A00H,32,28.16,,
2017-08-26,20:00:00,A016,5,30.2,,
2017-08-26,20:00:00,A00E,68,21.71,,
2017-08-26,20:00:00,A00B,14,30.02,,
2017-08-26,20:00:00,A00D,50,24.26,,
2017-08-26,20:30:00,A00H,32,28.04,,
2017-08-26,20:30:00,A016,5,30.19,,
2017-08-26,20:30:00,A00E,68,21.75,,
2017-08-26,20:30:00,A00A,59,23.29,,
2017-08-26,20:30:00,A00B,14,30.02,,
2017-08-26,20:30:00,A00C,77,20.65,,
2017-08-26,20:30:00,A015,23,29.95,,
2017-08-26,20:30:00,A00D,50,24.31,,
2017-08-26,21:00:00,A00H,32,28.05,,
2017-08-26,21:00:00,A00A,59,23.22,,
2017-08-26,21:00:00,A00E,68,21.81,,
2017-08-26,21:00:00,A015,23,29.87,,
2017-08-26,21:00:00,A00D,50,24.3,,
2017-08-26,21:00:00,A016,5,30.19,,
2017-08-26,21:00:00,A00B,14,30.03,,
2017-08-26,21:30:00,A00B,14,30.02,,
2017-08-26,21:30:00,A00D,50,24.25,,
2017-08-26,21:30:00,A00E,68,21.86,,
2017-08-26,21:30:00,A016,5,30.16,,
2017-08-26,21:30:00,A015,23,29.87,,
2017-08-26,21:30:00,A00A,59,23.16,,
2017-08-26,21:30:00,A00H,32,28.05,,
2017-08-26,22:00:00,A016,5,30.13,,
2017-08-26,22:00:00,A00H,32,28.27,,
2017-08-26,22:00:00,A00D,50,24.23,,
2017-08-26,22:00:00,A00E,68,21.9,,
2017-08-26,22:00:00,A00B,14,30.02,,
2017-08-26,22:00:00,A015,23,29.88,,
2017-08-26,22:00:00,A00A,59,23.17,,
2017-08-26,22:30:00,A00H,32,28.5,,
2017-08-26,22:30:00,A00A,59,23.14,,
2017-08-26,22:30:00,A00E,68,21.91,,
2017-08-26,22:30:00,A015,23,29.87,,
2017-08-26,22:30:00,A00B,14,30.02,,
2017-08-26,22:30:00,A00C,77,20.57,,
2017-08-26,22:30:00,A016,5,30.13,,
2017-08-26,22:30:00,A00D,50,24.16,,
2017-08-26,23:00:00,A00H,32,28.72,,
2017-08-26,23:00:00,A00A,59,22.93,,
2017-08-26,23:00:00,A00E,68,21.95,,
2017-08-26,23:00:00,A015,23,29.83,,
2017-08-26,23:00:00,A00D,50,24.12,,
2017-08-26,23:00:00,A016,5,30.1,,
2017-08-26,23:00:00,A00B,14,30.03,,
2017-08-26,23:30:00,A00H,32,28.78,,
2017-08-26,23:30:00,A00A,59,23.04,,
2017-08-26,23:30:00,A00E,68,22.02,,
2017-08-26,23:30:00,A015,23,29.81,,
2017-08-26,23:30:00,A00B,14,30.05,,
2017-08-26,23:30:00,A00C,77,20.57,,
2017-08-26,23:30:00,A016,5,30.09,,
2017-08-26,23:30:00,A00D,50,24.21,,
2017-08-27,00:00:00,A00H,32,28.66,,
2017-08-27,00:00:00,A016,5,30.07,,
2017-08-27,00:00:00,A00E,68,22.05,,
2017-08-27,00:00:00,A00A,59,22.93,,
2017-08-27,00:00:00,A00D,50,24.33,,
2017-08-27,00:00:00,A015,23,29.78,,
2017-08-27,00:00:00,A00B,14,30.04,,
2017-08-27,00:30:00,A00H,32,28.39,,
2017-08-27,00:30:00,A00A,59,22.93,,
2017-08-27,00:30:00,A00E,68,22.07,,
2017-08-27,00:30:00,A015,23,29.82,,
2017-08-27,00:30:00,A00B,14,30.01,,
2017-08-27,00:30:00,A00C,77,20.51,,
2017-08-27,00:30:00,A016,5,30.07,,
2017-08-27,00:30:00,A00D,50,24.43,,
2017-08-27,01:00:00,A016,5,30.05,,
2017-08-27,01:00:00,A00H,32,27.86,,
2017-08-27,01:00:00,A00D,50,24.29,,
2017-08-27,01:00:00,A00E,68,22.07,,
2017-08-27,01:00:00,A00C,77,20.57,,
2017-08-27,01:00:00,A00B,14,30.01,,
2017-08-27,01:00:00,A015,23,29.79,,
2017-08-27,01:00:00,A00A,59,22.86,,
2017-08-27,01:30:00,A00B,14,30.04,,
2017-08-27,01:30:00,A00A,59,22.93,,
2017-08-27,01:30:00,A00E,68,22.08,,
2017-08-27,01:30:00,A00C,77,20.53,,
2017-08-27,01:30:00,A016,5,30.04,,
2017-08-27,01:30:00,A015,23,29.83,,
2017-08-27,01:30:00,A00D,50,24.23,,
2017-08-27,01:30:00,A00H,32,27.9,,
2017-08-27,02:00:00,A00C,77,20.61,,
2017-08-27,02:00:00,A015,23,29.93,,
2017-08-27,02:00:00,A00A,59,22.78,,
2017-08-27,02:00:00,A00H,32,28.04,,
2017-08-27,02:00:00,A016,5,30.04,,
2017-08-27,02:00:00,A00E,68,22.01,,
2017-08-27,02:00:00,A00B,14,30.04,,
2017-08-27,02:00:00,A00D,50,24.17,,
2017-08-27,02:30:00,A00B,14,30.05,,
2017-08-27,02:30:00,A00D,50,24.14,,
2017-08-27,02:30:00,A00E,68,22.04,,
2017-08-27,02:30:00,A00C,77,20.56,,
2017-08-27,02:30:00,A016,5,30.06,,
2017-08-27,02:30:00,A015,23,29.93,,
2017-08-27,02:30:00,A00A,59,22.86,,
2017-08-27,02:30:00,A00H,32,27.63,,
2017-08-27,03:00:00,A00H,32,27.5,,
2017-08-27,03:00:00,A00A,59,23.06,,
2017-08-27,03:00:00,A00E,68,22.13,,
2017-08-27,03:00:00,A015,23,29.94,,
2017-08-27,03:00:00,A00D,50,24.16,,
2017-08-27,03:00:00,A00C,77,20.59,,
2017-08-27,03:00:00,A016,5,30.07,,
2017-08-27,03:00:00,A00B,14,30.06,,
2017-08-27,03:30:00,A00H,32,27.68,,
2017-08-27,03:30:00,A016,5,30.07,,
2017-08-27,03:30:00,A00E,68,22.19,,
2017-08-27,03:30:00,A00A,59,23,,
2017-08-27,03:30:00,A00B,14,30.07,,
2017-08-27,03:30:00,A015,23,29.96,,
2017-08-27,03:30:00,A00D,50,24.22,,
2017-08-27,04:00:00,A00H,32,27.37,,
2017-08-27,04:00:00,A00A,59,23.07,,
2017-08-27,04:00:00,A00E,68,22.22,,
2017-08-27,04:00:00,A00D,50,24.25,,
2017-08-27,04:00:00,A016,5,30.08,,
2017-08-27,04:00:00,A015,23,29.96,,
2017-08-27,04:00:00,A00B,14,30.08,,
2017-08-27,04:30:00,A00B,14,30.09,,
2017-08-27,04:30:00,A00D,50,24.41,,
2017-08-27,04:30:00,A00E,68,22.22,,
2017-08-27,04:30:00,A00C,77,20.77,,
2017-08-27,04:30:00,A016,5,30.1,,
2017-08-27,04:30:00,A015,23,30.03,,
2017-08-27,04:30:00,A00A,59,23.08,,
2017-08-27,04:30:00,A00H,32,27.25,,
2017-08-27,05:00:00,A00B,14,30.11,,
2017-08-27,05:00:00,A00D,50,24.22,,
2017-08-27,05:00:00,A00E,68,22.31,,
2017-08-27,05:00:00,A00C,77,20.91,,
2017-08-27,05:00:00,A016,5,30.11,,
2017-08-27,05:00:00,A015,23,29.98,,
2017-08-27,05:00:00,A00A,59,23.11,,
2017-08-27,05:00:00,A00H,32,27.05,,
2017-08-27,05:30:00,A00H,32,26.76,,
2017-08-27,05:30:00,A00A,59,23.17,,
2017-08-27,05:30:00,A00E,68,22.27,,
2017-08-27,05:30:00,A015,23,29.91,,
2017-08-27,05:30:00,A00D,50,24.28,,
2017-08-27,05:30:00,A00C,77,20.98,,
2017-08-27,05:30:00,A016,5,30.12,,
2017-08-27,05:30:00,A00B,14,30.12,,
2017-08-27,06:00:00,A016,5,30.13,,
2017-08-27,06:00:00,A00H,32,26.78,,
2017-08-27,06:00:00,A00D,50,24.25,,
2017-08-27,06:00:00,A00E,68,22.28,,
2017-08-27,06:00:00,A00C,77,21.1,,
2017-08-27,06:00:00,A00B,14,30.12,,
2017-08-27,06:00:00,A015,23,29.98,,
2017-08-27,06:00:00,A00A,59,23.19,,
2017-08-27,06:30:00,A00E,68,22.16,,
2017-08-27,06:30:00,A016,5,30.14,,
2017-08-27,06:30:00,A00C,77,21.11,,
2017-08-27,06:30:00,A00H,32,26.82,,
2017-08-27,06:30:00,A015,23,29.98,,
2017-08-27,06:30:00,A00B,14,30.13,,
2017-08-27,06:30:00,A00A,59,23.18,,
2017-08-27,06:30:00,A00D,50,24.27,,
2017-08-27,07:00:00,A00E,68,22.1,,
2017-08-27,07:00:00,A016,5,30.15,,
2017-08-27,07:00:00,A00C,77,20.98,,
2017-08-27,07:00:00,A00H,32,26.87,,
2017-08-27,07:00:00,A015,23,29.97,,
2017-08-27,07:00:00,A00B,14,30.14,,
2017-08-27,07:00:00,A00D,50,24.37,,
2017-08-27,07:00:00,A00A,59,23.28,,
2017-08-27,07:30:00,A00B,14,30.14,,
2017-08-27,07:30:00,A00D,50,24.23,,
2017-08-27,07:30:00,A00E,68,22.02,,
2017-08-27,07:30:00,A00C,77,20.94,,
2017-08-27,07:30:00,A016,5,30.17,,
2017-08-27,07:30:00,A015,23,29.95,,
2017-08-27,07:30:00,A00A,59,23.26,,
2017-08-27,07:30:00,A00H,32,26.96,,
2017-08-27,08:00:00,A016,5,30.2,,
2017-08-27,08:00:00,A00H,32,27.07,,
2017-08-27,08:00:00,A00D,50,24.22,,
2017-08-27,08:00:00,A00E,68,21.77,,
2017-08-27,08:00:00,A00B,14,30.18,,
2017-08-27,08:00:00,A015,23,29.71,,
2017-08-27,08:00:00,A00A,59,23.33,,
2017-08-27,08:30:00,A016,5,30.21,,
2017-08-27,08:30:00,A00H,32,27.23,,
2017-08-27,08:30:00,A00D,50,24.24,,
2017-08-27,08:30:00,A00E,68,21.62,,
2017-08-27,08:30:00,A00C,77,20.87,,
2017-08-27,08:30:00,A00B,14,30.17,,
2017-08-27,08:30:00,A015,23,29.76,,
2017-08-27,08:30:00,A00A,59,23.33,,
2017-08-27,09:00:00,A00E,68,21.8,,
2017-08-27,09:00:00,A016,5,30.21,,
2017-08-27,09:00:00,A00H,32,27.34,,
2017-08-27,09:00:00,A015,23,29.81,,
2017-08-27,09:00:00,A00B,14,30.18,,
2017-08-27,09:00:00,A00D,50,24.27,,
2017-08-27,09:00:00,A00A,59,23.23,,
2017-08-27,09:30:00,A00B,14,30.17,,
2017-08-27,09:30:00,A00A,59,23.04,,
2017-08-27,09:30:00,A00E,68,21.57,,
2017-08-27,09:30:00,A00C,77,20.8,,
2017-08-27,09:30:00,A016,5,30.22,,
2017-08-27,09:30:00,A015,23,29.79,,
2017-08-27,09:30:00,A00D,50,24.29,,
2017-08-27,09:30:00,A00H,32,27.69,,
2017-08-27,10:00:00,A00E,68,21.46,,
2017-08-27,10:00:00,A016,5,30.22,,
2017-08-27,10:00:00,A00C,77,20.61,,
2017-08-27,10:00:00,A00H,32,27.71,,
2017-08-27,10:00:00,A015,23,29.64,,
2017-08-27,10:00:00,A00B,14,30.2,,
2017-08-27,10:00:00,A00D,50,24.32,,
2017-08-27,10:00:00,A00A,59,23.11,,
2017-08-27,10:30:00,A016,5,30.25,,
2017-08-27,10:30:00,A00B,14,30.21,,
2017-08-27,10:30:00,A00D,50,24,,
2017-08-27,10:30:00,A00A,59,23,,
2017-08-27,10:30:00,A00H,32,28.08,,
2017-08-27,10:30:00,A015,23,29.75,,
2017-08-27,10:30:00,A00E,68,21.49,,
2017-08-27,11:00:00,A00B,14,30.18,,
2017-08-27,11:00:00,A00D,50,24.21,,
2017-08-27,11:00:00,A00E,68,21.51,,
2017-08-27,11:00:00,A016,5,30.27,,
2017-08-27,11:00:00,A015,23,29.68,,
2017-08-27,11:00:00,A00A,59,23.04,,
2017-08-27,11:00:00,A00H,32,27.86,,
2017-08-27,11:30:00,A00E,68,21.54,,
2017-08-27,11:30:00,A016,5,30.38,,
2017-08-27,11:30:00,A00H,32,28.22,,
2017-08-27,11:30:00,A015,23,29.68,,
2017-08-27,11:30:00,A00B,14,30.24,,
2017-08-27,11:30:00,A00A,59,23.07,,
2017-08-27,11:30:00,A00D,50,24.18,,
2017-08-27,12:00:00,A00B,14,30.23,,
2017-08-27,12:00:00,A00D,50,24.37,,
2017-08-27,12:00:00,A00E,68,21.54,,
2017-08-27,12:00:00,A016,5,30.35,,
2017-08-27,12:00:00,A015,23,29.71,,
2017-08-27,12:00:00,A00A,59,23.13,,
2017-08-27,12:00:00,A00H,32,28.09,,
2017-08-27,12:30:00,A00E,68,21.58,,
2017-08-27,12:30:00,A016,5,30.37,,
2017-08-27,12:30:00,A00C,77,20.32,,
2017-08-27,12:30:00,A00H,32,27.62,,
2017-08-27,12:30:00,A015,23,29.59,,
2017-08-27,12:30:00,A00B,14,30.24,,
2017-08-27,12:30:00,A00D,50,24.44,,
2017-08-27,12:30:00,A00A,59,23.15,,
2017-08-27,13:00:00,A00H,32,27.56,,
2017-08-27,13:00:00,A00B,14,30.24,,
2017-08-27,13:00:00,A015,23,29.5,,
2017-08-27,13:00:00,A00D,50,24.36,,
2017-08-27,13:00:00,A00A,59,23.25,,
2017-08-27,13:00:00,A00E,68,21.59,,
2017-08-27,13:00:00,A016,5,30.38,,
2017-08-27,13:30:00,A00C,77,20.56,,
2017-08-27,13:30:00,A015,23,29.62,,
2017-08-27,13:30:00,A00B,14,29.91,,
2017-08-27,13:30:00,A00H,32,27.78,,
2017-08-27,13:30:00,A00D,50,24.43,,
2017-08-27,13:30:00,A00A,59,23.37,,
2017-08-27,13:30:00,A00E,68,21.67,,
2017-08-27,13:30:00,A016,5,30.39,,
2017-08-27,14:00:00,A00C,77,20.22,,
2017-08-27,14:00:00,A015,23,29.55,,
2017-08-27,14:00:00,A016,5,30.38,,
2017-08-27,14:00:00,A00H,32,27.69,,
2017-08-27,14:00:00,A00D,50,24.45,,
2017-08-27,14:00:00,A00A,59,23.34,,
2017-08-27,14:00:00,A00E,68,21.71,,
2017-08-27,14:00:00,A00B,14,30.06,,
2017-08-27,14:30:00,A015,23,29.52,,
2017-08-27,14:30:00,A00B,14,29.85,,
2017-08-27,14:30:00,A00H,32,27.72,,
2017-08-27,14:30:00,A00D,50,24.36,,
2017-08-27,14:30:00,A00A,59,23.42,,
2017-08-27,14:30:00,A00E,68,21.75,,
2017-08-27,14:30:00,A016,5,30.37,,
2017-08-27,15:00:00,A00H,32,27.68,,
2017-08-27,15:00:00,A016,5,30.34,,
2017-08-27,15:00:00,A015,23,29.57,,
2017-08-27,15:00:00,A00D,50,24.51,,
2017-08-27,15:00:00,A00A,59,23.46,,
2017-08-27,15:00:00,A00E,68,21.79,,
2017-08-27,15:00:00,A00B,14,29.99,,
2017-08-27,15:30:00,A00E,68,21.84,,
2017-08-27,15:30:00,A016,5,30.31,,
2017-08-27,15:30:00,A00H,32,27.77,,
2017-08-27,15:30:00,A015,23,29.5,,
2017-08-27,15:30:00,A00B,14,29.99,,
2017-08-27,15:30:00,A00D,50,24.44,,
2017-08-27,15:30:00,A00A,59,23.35,,
2017-08-27,16:00:00,A016,5,30.25,,
2017-08-27,16:00:00,A00B,14,30.12,,
2017-08-27,16:00:00,A00D,50,24.51,,
2017-08-27,16:00:00,A00E,68,21.9,,
2017-08-27,16:00:00,A00C,77,20.65,,
2017-08-27,16:00:00,A00H,32,27.49,,
