d_stamp,t_stamp,temperature,humidity,dewpoint,wind_direction,wind_speed,pressure,threshold,const_err
2017-07-26,00:05:09,28.1,86.1,25.5,158,1.31,1004.9,,
2017-07-26,00:35:13,28.1,86.1,25.6,181,1.62,1005,,
2017-07-26,01:05:05,28.1,86.4,25.7,156,1.5,1005,,
2017-07-26,01:35:13,28.1,84.6,25.2,188,1.26,1005.2,,
2017-07-26,02:05:14,27.9,85.2,25.2,150,1.68,1005.3,,
2017-07-26,02:35:13,27.9,85.3,25.2,135,2,1005.4,,
2017-07-26,03:05:11,27.9,88,25.7,116,2.02,1005.6,,
2017-07-26,03:35:05,27.7,85.6,25.1,103,3.06,1005.7,,
2017-07-26,04:05:11,27.8,86,25.3,102,2.51,1005.9,,
2017-07-26,04:34:57,27.8,86.9,25.5,95,2.99,1006.1,,
2017-07-26,05:05:34,27.9,85.4,25.2,107,2.52,1006.2,,
2017-07-26,05:35:03,28,84,25,107,2.07,1006.2,,
2017-07-26,06:05:17,28,85.4,25.4,99,3.12,1006.2,,
2017-07-26,06:35:11,28.1,84.7,25.3,104,3.6,1006.2,,
2017-07-26,07:05:11,28.2,85.2,25.5,118,3.17,1006.3,,
2017-07-26,07:35:01,28.2,84.5,25.4,107,2.68,1006.2,,
2017-07-26,08:05:12,28.3,85.4,25.6,117,4.82,1006.3,,
2017-07-26,08:35:26,28.3,86.3,25.8,122,4.18,1006.2,,
2017-07-26,09:05:08,28.5,85.4,25.8,107,3.53,1006.1,,
2017-07-26,09:35:06,28.5,86.2,25.9,105,2.72,1006,,
2017-07-26,10:05:10,28.5,84.1,25.6,101,4.95,1006.1,,
2017-07-26,10:35:23,28.6,84.7,25.8,106,3.91,1005.8,,
2017-07-26,11:05:09,28.7,82.2,25.4,125,5.01,1005.8,,
2017-07-26,11:35:04,29,82,25.6,124,2.8,1005.6,,
2017-07-26,12:05:14,29,84.2,26.1,77,3.1,1005.7,,
2017-07-26,12:35:17,29,82.9,25.8,102,4.85,1005.9,,
2017-07-26,13:05:11,29.1,86.5,26.6,105,4.39,1005.9,,
2017-07-26,13:35:04,29,85.2,26.3,102,5.7,1005.7,,
2017-07-26,14:05:11,29,83,25.8,124,5.43,1005.6,,
2017-07-26,14:35:22,29,82.6,25.8,112,5.32,1005.3,,
2017-07-26,15:05:12,29.1,82.2,25.8,112,4.15,1005.4,,
2017-07-26,15:35:12,29,80.2,25.3,100,5.53,1005.4,,
2017-07-26,16:05:10,28.9,81.9,25.5,120,5.24,1005.4,,
2017-07-26,16:35:17,28.8,83.5,25.8,53,4.39,1005.6,,
2017-07-26,17:05:02,28.7,83.2,25.6,94,4.2,1005.6,,
2017-07-26,17:35:15,28.7,82.1,25.4,116,3.53,1005.6,,
2017-07-26,18:05:06,28.7,82.8,25.5,54,3.52,1005.8,,
2017-07-26,18:35:15,28.6,83.9,25.7,45,2.94,1006.2,,
2017-07-26,19:05:12,28.7,85.7,26.1,82,3.09,1006.2,,
2017-07-26,19:35:18,28.6,85.1,25.9,48,5,1006.1,,
2017-07-26,20:05:05,28.6,84.4,25.7,19,3.45,1006.1,,
2017-07-26,20:35:13,28.5,83.3,25.4,40,5.12,1006,,
2017-07-26,21:05:06,28.5,83.1,25.4,29,5.19,1005.8,,
2017-07-26,21:35:13,28.5,82.7,25.3,37,4.25,1005.6,,
2017-07-26,22:05:16,28.5,83.7,25.5,27,4.3,1005.4,,
2017-07-26,22:35:14,28.6,83.6,25.5,21,2.44,1005.3,,
2017-07-26,23:05:13,28.5,81.9,25.1,14,4.11,1005.2,,
2017-07-26,23:35:12,28.5,83.9,25.5,196,3.58,1005,,
2017-07-27,00:05:13,28.4,84.7,25.6,228,3.66,1004.9,,
2017-07-27,00:35:03,28.4,85.7,25.7,185,3.55,1005,,
2017-07-27,01:05:22,28.3,87.2,26,175,2.67,1005.3,,
2017-07-27,01:35:13,28.3,86.2,25.8,201,1.09,1005.7,,
2017-07-27,02:05:11,28.1,86.9,25.7,99,2.46,1005.7,,
2017-07-27,02:35:12,28,87,25.6,104,1.86,1005.8,,
2017-07-27,03:05:08,27.9,86.8,25.5,74,3.15,1005.9,,
2017-07-27,03:35:02,27.8,86.2,25.3,76,4.5,1006.1,,
2017-07-27,04:05:33,28,85.8,25.4,85,4.76,1006.3,,
2017-07-27,04:35:12,28,86.1,25.4,74,3.67,1006.6,,
2017-07-27,05:05:09,28,84.2,25.1,72,4.01,1006.7,,
2017-07-27,05:35:13,28.1,84,25.2,72,4.49,1007,,
2017-07-27,06:05:07,28.2,83.7,25.2,66,5.11,1007.1,,
2017-07-27,06:35:17,28.3,83.6,25.3,57,3.94,1007.2,,
2017-07-27,07:05:10,28.4,83.9,25.4,68,3.15,1007.1,,
2017-07-27,07:35:12,28.5,82.5,25.2,51,4.46,1007.2,,
2017-07-27,08:05:15,28.5,82.6,25.3,74,3.76,1007,,
2017-07-27,08:35:07,28.6,83.1,25.4,81,4.52,1007.1,,
2017-07-27,09:05:18,28.7,83,25.5,82,3.78,1007,,
2017-07-27,09:35:06,28.9,83.9,25.9,77,3.23,1007,,
2017-07-27,10:05:19,28.9,81.2,25.4,72,3.67,1006.8,,
2017-07-27,10:35:07,28.9,83.4,25.8,108,3.55,1006.7,,
2017-07-27,11:05:11,29,82.1,25.6,105,3.1,1006.5,,
2017-07-27,11:35:17,29.1,80.9,25.5,100,2.63,1006.5,,
2017-07-27,12:05:13,29.1,81.7,25.7,135,3.4,1006.4,,
2017-07-27,12:35:07,29.2,80.6,25.6,109,2.62,1006.2,,
2017-07-27,13:05:13,29.2,82.7,26,96,5.06,1006.1,,
2017-07-27,13:35:10,29.2,85,26.4,102,3.45,1006.1,,
2017-07-27,14:05:11,29.3,82.1,25.9,106,3.58,1006.3,,
2017-07-27,14:35:17,29.3,83.1,26.1,107,4.16,1006.1,,
2017-07-27,15:05:11,29.3,81.7,25.8,126,4.78,1006.1,,
2017-07-27,15:35:16,29.2,84.4,26.3,107,4.54,1006.3,,
2017-07-27,16:05:04,29,84.6,26.2,126,4.38,1006.5,,
2017-07-27,16:35:16,29.1,85.8,26.5,104,6.74,1006.7,,
2017-07-27,17:05:03,28.9,86.6,26.5,112,4.54,1006.9,,
2017-07-27,17:35:21,28.9,85.9,26.3,112,3.9,1007.1,,
2017-07-27,18:05:03,28.8,87.4,26.5,88,5.91,1007.3,,
2017-07-27,18:35:19,28.8,87.5,26.5,113,3.42,1007.5,,
2017-07-27,19:05:02,28.8,86.6,26.3,113,4,1007.7,,
2017-07-27,19:35:21,28.7,86.6,26.3,100,3.92,1007.6,,
2017-07-27,20:05:11,28.6,84.1,25.7,78,4.95,1007.6,,
2017-07-27,20:35:14,28.4,86.3,25.9,126,4.23,1007.6,,
2017-07-27,21:05:05,28.4,84.6,25.6,93,5,1007.9,,
2017-07-27,21:35:12,28.2,80.8,24.6,85,5.04,1008,,
2017-07-27,22:05:18,28.1,81.4,24.6,122,2.66,1007.9,,
2017-07-27,22:35:06,28.1,82.7,24.8,105,2.62,1008,,
2017-07-27,23:05:18,28,82.2,24.7,108,1.78,1007.9,,
2017-07-27,23:35:10,28.1,82.8,24.9,113,3.63,1008,,
2017-07-28,00:05:09,27.9,80.2,24.2,97,2,1008.1,,
2017-07-28,00:35:09,28,81.2,24.5,124,3.62,1008.3,,
2017-07-28,01:05:16,28,79,24,129,4.51,1008.4,,
2017-07-28,01:35:18,28,80,24.3,100,3.63,1008.7,,
2017-07-28,02:05:14,28.2,82.7,25,132,4.58,1008.9,,
2017-07-28,02:35:09,28.1,81.5,24.6,137,4,1008.8,,
2017-07-28,03:05:09,28.2,79.7,24.3,144,3.21,1009.1,,
2017-07-28,03:35:11,28.1,77.4,23.8,120,3.82,1009.1,,
2017-07-28,04:05:15,28.2,79,24.2,140,3.22,1009.4,,
2017-07-28,04:34:50,28.3,78.4,24.2,137,3.06,1009.7,,
2017-07-28,05:05:10,28.4,77.3,24,126,3.97,1010,,
2017-07-28,05:35:14,28.6,78.2,24.4,138,2.8,1010.1,,
2017-07-28,06:05:35,28.3,77.7,24.1,126,3.11,1010.3,,
2017-07-28,06:35:15,28.5,76.8,24,139,3,1010.1,,
2017-07-28,07:05:02,28.4,75,23.6,125,1.88,1010.2,,
2017-07-28,07:35:23,28.6,73.9,23.5,132,1.52,1010.2,,
2017-07-28,08:05:05,28.5,76.1,23.9,130,1.78,1010.4,,
2017-07-28,08:35:18,28.4,76.5,23.8,93,4.07,1010.4,,
2017-07-28,09:05:08,28.4,77.3,24.1,124,4.34,1010.6,,
2017-07-28,09:35:04,28.5,76.3,23.9,99,5.15,1010.7,,
2017-07-28,10:05:19,28.3,77.1,23.9,112,6.54,1010.6,,
2017-07-28,10:35:06,28.5,75.7,23.8,98,5.47,1010.6,,
2017-07-28,11:05:20,28.5,73.8,23.4,106,5.97,1010.7,,
2017-07-28,11:35:07,28.5,73.6,23.4,102,5.62,1010.7,,
2017-07-28,12:05:17,28.4,74.2,23.3,114,5.4,1010.5,,
2017-07-28,12:35:14,28.4,71.5,22.7,102,5.99,1010.5,,
2017-07-28,13:05:06,28.3,70.6,22.5,104,5.4,1010.4,,
2017-07-28,13:35:14,28.3,73,23,107,4.17,1010.4,,
2017-07-28,14:05:12,28.2,72.3,22.8,96,5.32,1010.4,,
2017-07-28,14:35:05,28.3,71.7,22.7,96,4.42,1010.5,,
2017-07-28,15:05:12,28.2,71.1,22.5,105,5.77,1010.3,,
2017-07-28,15:35:13,28.1,71,22.4,121,3.27,1010.6,,
2017-07-28,16:05:19,27.9,75.3,23.1,119,3.81,1010.6,,
2017-07-28,16:35:00,27.7,69.5,21.6,132,2.52,1010.6,,
2017-07-28,17:05:24,27.7,72.2,22.2,108,3.46,1010.9,,
2017-07-28,17:35:08,27.6,72.3,22.2,96,3.98,1011.1,,
2017-07-28,18:05:09,27.5,67.6,21,116,3.96,1011.3,,
2017-07-28,18:35:05,27.6,68,21.2,130,2.83,1011.4,,
2017-07-28,19:05:13,27.6,68.5,21.3,101,2.31,1011.6,,
2017-07-28,19:35:13,27.6,66.8,20.9,104,3.16,1011.6,,
2017-07-28,20:05:14,27.6,65.6,20.6,122,4.44,1011.5,,
2017-07-28,20:35:19,27.7,63.9,20.3,110,2.16,1011.5,,
2017-07-28,21:05:12,27.7,65.3,20.6,123,2.87,1011.4,,
2017-07-28,21:35:13,27.6,68.8,21.4,102,3.18,1011.4,,
2017-07-28,22:05:15,27.7,66.9,21,137,3.69,1011.4,,
2017-07-28,22:35:04,27.7,64.4,20.4,141,3.2,1011.4,,
2017-07-28,23:05:14,27.6,64.6,20.3,127,4.37,1011.2,,
2017-07-28,23:35:17,27.5,62,19.6,134,3.73,1011,,
2017-07-29,00:05:12,27.5,65.3,20.4,134,4.91,1011,,
2017-07-29,00:35:13,27.5,69.9,21.5,138,2.84,1010.9,,
2017-07-29,01:05:08,27.6,64,20.2,165,1.79,1010.9,,
2017-07-29,01:35:10,27.5,67.4,20.9,154,2.01,1010.9,,
2017-07-29,02:05:08,27.5,64.3,20.1,175,1.26,1010.9,,
2017-07-29,02:35:12,27.4,66.4,20.6,135,2.66,1010.9,,
2017-07-29,03:05:14,27.4,66.8,20.7,121,3.07,1011.2,,
2017-07-29,03:35:19,27.4,64.3,20.1,97,3.09,1011.3,,
2017-07-29,04:05:09,27.6,64,20.1,130,3.23,1011.5,,
2017-07-29,04:35:12,27.5,65.7,20.6,122,2.7,1011.6,,
2017-07-29,05:05:07,27.6,63.3,20,130,3.73,1011.8,,
2017-07-29,05:35:09,27.6,61.3,19.5,132,3.83,1012,,
2017-07-29,06:05:01,27.6,60.8,19.4,125,3.53,1012.1,,
2017-07-29,06:35:14,27.6,63.6,20.1,118,4.07,1012.1,,
2017-07-29,07:05:11,27.8,62.1,19.8,129,2.71,1012.3,,
2017-07-29,07:35:22,27.8,64.8,20.6,80,3.57,1012.3,,
2017-07-29,08:05:14,27.9,59.6,19.3,98,3.14,1012.4,,
2017-07-29,08:35:12,27.8,60.4,19.5,114,2.99,1012.3,,
2017-07-29,09:05:15,27.9,63.7,20.4,106,4.61,1012.2,,
2017-07-29,09:35:02,27.9,64.2,20.5,105,2.98,1012.3,,
2017-07-29,10:05:25,27.9,62,19.9,98,2.7,1012.2,,
2017-07-29,10:34:52,27.9,61.7,19.9,76,4.12,1011.9,,
2017-07-29,11:05:11,27.9,64.9,20.7,95,5.55,1011.6,,
2017-07-29,11:35:12,28,71.5,22.4,99,4.57,1011.5,,
2017-07-29,12:05:23,28.1,62.8,20.3,105,4.91,1011.5,,
2017-07-29,12:35:16,28.1,61.8,20.1,92,4.7,1011.3,,
2017-07-29,13:05:07,28.2,62.3,20.3,105,4.83,1011.2,,
2017-07-29,13:35:13,28.1,67.4,21.5,114,7.16,1010.9,,
2017-07-29,14:04:57,28.2,68,21.7,107,5.12,1010.7,,
2017-07-29,14:35:29,28.2,64.3,20.8,116,5.12,1010.5,,
2017-07-29,15:05:05,28.2,58.8,19.4,123,4.56,1010.5,,
2017-07-29,15:35:17,28.1,65.3,21,94,4.3,1010.5,,
2017-07-29,16:05:14,28,66.6,21.2,86,5.39,1010.4,,
2017-07-29,16:35:01,27.9,64.4,20.6,107,4.41,1010.4,,
2017-07-29,17:05:21,27.8,64.4,20.5,127,4.66,1010.6,,
2017-07-29,17:35:13,27.9,63.7,20.4,124,5.84,1010.8,,
2017-07-29,18:05:11,27.7,65.3,20.6,98,3.78,1010.9,,
2017-07-29,18:35:14,27.6,66.8,20.9,100,4.82,1011.1,,
2017-07-29,19:05:12,27.7,61.3,19.6,114,2.58,1011.2,,
2017-07-29,19:35:08,27.6,63.2,19.9,113,3.6,1011.1,,
2017-07-29,20:05:18,27.5,66.2,20.6,109,3.9,1011,,
2017-07-29,20:35:05,27.4,65,20.3,130,2.87,1010.7,,
2017-07-29,21:05:15,27.5,66.1,20.6,117,3.26,1010.6,,
2017-07-29,21:35:07,27.4,62.3,19.5,139,2.54,1010.5,,
2017-07-29,22:05:18,27.3,66.5,20.5,115,4.43,1010.3,,
2017-07-29,22:35:11,27.2,68,20.8,130,1.5,1010,,
2017-07-29,23:05:10,27.2,68.8,21,121,3.38,1009.8,,
2017-07-29,23:35:20,27.1,64.1,19.8,114,2.68,1009.7,,
2017-07-30,00:05:05,27.2,69.3,21.1,128,2.92,1009.7,,
2017-07-30,00:34:58,27.2,61,19,110,3.52,1009.5,,
2017-07-30,01:05:27,27.1,64.7,19.9,118,3.88,1009.4,,
2017-07-30,01:35:14,27.1,66.3,20.3,105,4.78,1009.3,,
2017-07-30,02:05:13,27,68.7,20.8,115,3.59,1009.3,,
2017-07-30,02:35:13,26.9,65.9,20,122,4.95,1009.2,,
2017-07-30,03:05:12,27,61.6,19,129,3.36,1009.2,,
2017-07-30,03:35:03,27.1,62.7,19.4,190,0.68,1009.2,,
2017-07-30,04:05:17,27,65.1,19.9,126,1.83,1009.2,,
2017-07-30,04:34:54,27.4,63.3,19.8,143,0.69,1009.4,,
2017-07-30,05:05:11,28.4,60.2,20,196,0.69,1009.5,,
2017-07-30,05:35:12,27.4,63.6,19.9,101,1.35,1009.4,,
2017-07-30,06:05:20,27.3,65.8,20.4,80,1.5,1009.4,,
2017-07-30,06:35:25,27.2,63.7,19.7,70,2.15,1009.4,,
2017-07-30,07:05:09,27.2,65.2,20.1,123,1.76,1009.4,,
2017-07-30,07:35:10,27.1,66.1,20.2,56,2.69,1009.2,,
2017-07-30,08:05:11,27.2,68.6,21,95,3.3,1009.1,,
2017-07-30,08:35:11,27.3,68.7,21,112,1.64,1009,,
2017-07-30,09:05:06,27.3,65.9,20.4,109,2.63,1009,,
2017-07-30,09:35:11,27.4,68.7,21.2,108,3.56,1008.7,,
2017-07-30,10:05:16,27.5,67.6,21,131,4.56,1008.5,,
2017-07-30,10:35:12,27.5,70.1,21.5,119,4.69,1008.3,,
2017-07-30,11:04:56,27.5,73.6,22.3,126,2.67,1008,,
2017-07-30,11:35:13,27.5,70,21.5,120,4.26,1007.9,,
2017-07-30,12:05:31,27.7,71.1,22,115,4.25,1007.7,,
2017-07-30,12:35:12,27.7,70.5,21.9,126,5.18,1007.6,,
2017-07-30,13:05:16,27.8,73.5,22.7,106,3.86,1007.5,,
2017-07-30,13:34:57,27.8,70.8,22,123,4.95,1007.2,,
2017-07-30,14:05:13,27.8,70.1,21.9,121,4.57,1007,,
2017-07-30,14:35:12,27.7,72.3,22.3,125,6.07,1007,,
2017-07-30,15:05:20,27.9,73.5,22.8,122,4.62,1007,,
2017-07-30,15:35:16,27.9,72.5,22.5,128,3.76,1007.1,,
2017-07-30,16:05:06,27.9,71.5,22.3,151,3.53,1007.1,,
2017-07-30,16:35:07,27.8,73.8,22.7,139,4.74,1007.2,,
2017-07-30,17:05:19,27.9,71.7,22.3,127,6.53,1007.2,,
2017-07-30,17:34:57,27.8,70.6,22,167,2.7,1007.4,,
2017-07-30,18:05:19,28,72.7,22.6,180,3.82,1007.5,,
2017-07-30,18:35:16,27.8,72.6,22.4,176,3.46,1007.6,,
2017-07-30,19:05:02,27.7,74.5,22.8,163,2.02,1007.7,,
2017-07-30,19:35:18,27.8,75,22.9,160,2.84,1007.6,,
2017-07-30,20:05:06,27.7,74,22.6,189,2.77,1007.6,,
2017-07-30,20:35:19,27.6,75.2,22.8,204,3.23,1007.5,,
2017-07-30,21:04:53,27.6,75.2,22.8,143,3.85,1007.4,,
2017-07-30,21:35:30,27.6,75.9,23,207,2.48,1007.3,,
2017-07-30,22:05:08,27.6,73.8,22.5,199,3.01,1007.1,,
2017-07-30,22:35:10,27.5,73.3,22.3,175,1.86,1006.9,,
2017-07-30,23:05:16,27.6,75.5,22.9,216,2.59,1006.7,,
2017-07-30,23:35:08,27.6,71.4,21.9,218,1.43,1006.7,,
2017-07-31,00:05:14,27.5,74.5,22.5,224,1.18,1006.6,,
2017-07-31,00:35:12,27.5,72.5,22.2,218,2.77,1006.6,,
2017-07-31,01:05:16,27.5,72.5,22.1,200,1.53,1006.5,,
2017-07-31,01:35:13,27.3,73.9,22.2,311,0.15,1006.6,,
2017-07-31,02:05:08,27.5,72.1,22,173,1.94,1006.7,,
2017-07-31,02:35:06,27.4,75.7,22.7,251,1.24,1006.8,,
2017-07-31,03:05:17,27,80.8,23.5,353,1.94,1006.8,,
2017-07-31,03:35:08,27,77.5,22.8,4,2.04,1006.9,,
2017-07-31,04:05:13,27.2,76.6,22.7,358,2.21,1007.2,,
2017-07-31,04:35:11,27.2,77.2,22.8,355,2.37,1007.3,,
2017-07-31,05:04:50,27.1,75.9,22.5,0,4.37,1007.4,,
2017-07-31,05:35:14,27.3,77.4,23,38,3.55,1007.5,,
2017-07-31,06:05:12,27.8,70.2,21.9,94,0.65,1007.6,,
2017-07-31,06:35:11,28,70.3,22.1,136,0.88,1007.7,,
2017-07-31,07:05:12,27.8,72,22.3,90,1.3,1007.5,,
2017-07-31,07:35:01,27.7,74.2,22.7,99,2.49,1007.4,,
2017-07-31,08:05:42,27.7,73.1,22.5,121,2.85,1007.2,,
2017-07-31,08:35:11,27.8,74.7,22.9,123,3.27,1007,,
2017-07-31,09:05:02,27.9,74.2,22.9,121,3.21,1006.9,,
2017-07-31,09:35:19,27.9,75.8,23.3,127,3.89,1006.5,,
2017-07-31,10:05:12,27.9,76.8,23.5,128,3.11,1006.5,,
2017-07-31,10:35:20,28,75.6,23.3,130,3.66,1006.5,,
2017-07-31,11:05:09,28.1,77.3,23.8,123,3.99,1006.3,,
2017-07-31,11:35:15,28.2,79.1,24.2,126,3.8,1006.3,,
2017-07-31,12:05:03,28.3,77.4,23.9,142,4.01,1006.2,,
2017-07-31,12:35:18,28.4,78.5,24.3,145,4.72,1006.3,,
2017-07-31,13:05:08,28.5,74.8,23.6,194,5.79,1006.2,,
2017-07-31,13:35:22,28.5,78.9,24.5,123,4.68,1006.1,,
2017-07-31,14:05:07,28.6,78.7,24.5,126,5.69,1006,,
2017-07-31,14:35:06,28.6,79,24.6,106,4.35,1005.8,,
2017-07-31,15:05:08,28.6,78.6,24.5,100,5.08,1005.6,,
2017-07-31,15:35:23,28.6,80.8,24.9,49,4.99,1005.7,,
2017-07-31,16:04:59,28.5,79.7,24.6,47,5.43,1005.7,,
2017-07-31,16:35:24,28.3,81.5,24.9,61,6.85,1005.6,,
2017-07-31,17:05:07,28.3,82.6,25.1,60,6.94,1005.7,,
2017-07-31,17:35:17,28.4,83,25.2,64,5.81,1006,,
2017-07-31,18:05:07,28.3,81.4,24.8,106,4.64,1006.3,,
2017-07-31,18:35:12,28.4,84.2,25.4,26,6.81,1006.5,,
2017-07-31,19:05:17,28.3,84,25.3,50,4.46,1006.7,,
2017-07-31,19:35:11,28.3,82.6,25,42,4.98,1006.8,,
2017-07-31,20:05:11,28.2,82.4,24.9,41,4.54,1006.9,,
2017-07-31,20:35:09,28.2,82.5,24.9,331,3.96,1007,,
2017-07-31,21:05:02,28.2,83.8,25.2,56,4.1,1007,,
2017-07-31,21:35:13,28.1,81.3,24.6,269,3.49,1006.9,,
2017-07-31,22:05:15,28.1,82.4,24.8,253,1.93,1006.8,,
2017-07-31,22:35:12,28,82.7,24.8,135,1.47,1006.9,,
2017-07-31,23:05:11,27.8,84.6,25,103,1.43,1007,,
2017-07-31,23:35:12,27.6,83.4,24.6,123,1.06,1007,,
2017-08-01,00:05:17,27.7,83.3,24.6,103,1.81,1007.1,,
2017-08-01,00:35:17,27.6,83.1,24.5,63,2,1007.2,,
2017-08-01,01:05:12,27.6,84.7,24.8,78,2.64,1007.2,,
2017-08-01,01:35:24,27.5,83.5,24.5,81,1.25,1007.2,,
2017-08-01,02:05:00,27.5,83.6,24.5,93,1.6,1007.4,,
2017-08-01,02:35:23,27.5,80.9,23.9,46,1.07,1007.7,,
2017-08-01,03:05:13,27.5,81.3,24.1,51,0.81,1007.8,,
2017-08-01,03:35:04,27.6,81.7,24.2,96,1.54,1007.9,,
2017-08-01,04:05:12,27.7,79,23.8,50,1.82,1008.3,,
2017-08-01,04:35:00,27.8,79,23.8,44,2.19,1008.5,,
2017-08-01,05:05:12,28.1,79.6,24.2,44,1.86,1008.7,,
2017-08-01,05:35:11,28,79.6,24.2,50,2.77,1008.9,,
2017-08-01,06:05:11,28.1,79.9,24.3,35,2.58,1009.3,,
2017-08-01,06:35:12,28.1,79.4,24.2,51,2.64,1009.3,,
2017-08-01,07:05:13,28,78.6,24,49,3.4,1009.5,,
2017-08-01,07:35:10,28.1,77.5,23.8,64,4.76,1009.4,,
2017-08-01,08:05:10,28.1,79.9,24.3,59,3.9,1009.3,,
2017-08-01,08:35:36,28.3,80.8,24.7,65,4.18,1009.2,,
2017-08-01,09:04:54,28.4,80.7,24.8,78,3.8,1009.3,,
2017-08-01,09:35:11,28.5,81.1,24.9,74,4.74,1009.2,,
2017-08-01,10:05:11,28.6,78.8,24.5,88,4.38,1009.1,,
2017-08-01,10:35:11,28.8,79.6,24.9,83,3.94,1009.2,,
2017-08-01,11:05:12,28.8,77.6,24.5,103,3.85,1009.1,,
2017-08-01,11:35:26,28.8,78.4,24.7,97,4.6,1009,,
2017-08-01,12:05:06,28.9,79.3,24.9,102,3.99,1009.1,,
2017-08-01,12:35:04,28.9,79.4,24.9,96,3.2,1009,,
2017-08-01,13:05:13,28.8,81.5,25.4,94,4.51,1009.1,,
2017-08-01,13:35:11,28.9,83.2,25.7,78,4.4,1009,,
2017-08-01,14:05:13,28.9,81.4,25.4,95,3.99,1009,,
2017-08-01,14:35:23,29,81.3,25.5,118,4.16,1009,,
2017-08-01,15:05:17,29,81.1,25.4,101,4.7,1009.2,,
2017-08-01,15:35:06,29,81.7,25.5,120,3.95,1009.3,,
2017-08-01,16:05:12,28.8,81.8,25.4,125,3.7,1009.5,,
2017-08-01,16:35:15,28.7,82.5,25.4,115,3.75,1009.7,,
2017-08-01,17:05:10,28.6,82.4,25.3,112,3.96,1009.8,,
2017-08-01,17:35:08,28.4,82.9,25.2,111,4.12,1009.9,,
2017-08-01,18:05:11,28.4,83.7,25.4,118,3.71,1010.4,,
2017-08-01,18:35:03,28.4,82.7,25.1,135,4.36,1010.7,,
2017-08-01,19:05:12,28.4,84.2,25.4,132,3.65,1010.7,,
2017-08-01,19:35:14,28.3,83.3,25.2,108,2.48,1010.7,,
2017-08-01,20:05:11,28.2,83.1,25.1,129,2.75,1010.8,,
2017-08-01,20:35:19,28.3,84,25.3,110,2.04,1010.9,,
2017-08-01,21:05:13,28.2,81.8,24.8,135,1.7,1010.8,,
2017-08-01,21:35:13,28.1,81.1,24.6,134,1.71,1010.6,,
2017-08-01,22:05:12,28.1,78.3,24,129,1.56,1010.5,,
2017-08-01,22:35:12,28.1,80.8,24.5,138,1.7,1010.3,,
2017-08-01,23:05:12,27.9,79,23.9,127,0.78,1010.1,,
2017-08-01,23:35:18,27.9,76.2,23.3,97,0.9,1010,,
2017-08-02,00:05:01,27.9,75,23.1,88,0.8,1009.9,,
2017-08-02,00:35:15,27.9,76,23.3,108,1.27,1009.9,,
2017-08-02,01:05:12,27.8,75.8,23.2,130,2.21,1009.8,,
2017-08-02,01:35:18,27.8,77.7,23.5,88,1.4,1009.8,,
2017-08-02,02:05:12,27.7,77.4,23.4,95,2.1,1009.9,,
2017-08-02,02:35:09,27.6,77.4,23.3,55,2.45,1010.1,,
2017-08-02,03:05:14,27.6,80.6,23.9,61,2.75,1010.1,,
2017-08-02,03:35:15,27.7,79.2,23.8,74,2.94,1010.3,,
2017-08-02,04:04:57,27.7,80.6,24.1,49,3.62,1010.5,,
2017-08-02,04:35:11,27.7,80,23.9,68,4.67,1010.7,,
2017-08-02,05:05:11,27.9,78.8,23.9,55,4.32,1011,,
2017-08-02,05:35:12,28,79.7,24.1,45,4.64,1011.1,,
2017-08-02,06:05:12,28.1,78.4,24,60,4.93,1011.3,,
2017-08-02,06:35:20,28.2,77.2,23.8,63,5.01,1011.5,,
2017-08-02,07:05:16,28.2,77.7,24,65,5.04,1011.4,,
2017-08-02,07:35:00,28.3,75.9,23.6,57,5.24,1011.4,,
2017-08-02,08:05:12,28.4,77.6,24.1,78,4.98,1011.4,,
2017-08-02,08:35:13,28.4,76.1,23.8,60,6.23,1011.4,,
2017-08-02,09:05:13,28.5,77,24,63,5.19,1011.2,,
2017-08-02,09:35:13,28.5,75.2,23.7,83,6.66,1011,,
2017-08-02,10:05:14,28.5,76.7,24,100,5.43,1010.8,,
2017-08-02,10:35:13,28.5,76.9,24.1,74,6.97,1010.6,,
2017-08-02,11:05:23,28.6,75.2,23.8,71,6.54,1010.5,,
2017-08-02,11:35:03,28.7,73.8,23.5,86,7.48,1010.5,,
2017-08-02,12:05:27,28.6,78.7,24.5,89,7.07,1010.5,,
2017-08-02,12:35:12,28.6,77.7,24.4,75,5.4,1010.3,,
2017-08-02,13:05:04,28.6,75.2,23.8,56,5.26,1010.3,,
2017-08-02,13:35:12,28.5,75.6,23.7,80,5.5,1010.2,,
2017-08-02,14:05:13,28.4,71.6,22.8,85,4.96,1010.2,,
2017-08-02,14:35:11,28.4,73.2,23.2,99,4.67,1010.2,,
2017-08-02,15:05:09,28.2,72.2,22.8,91,2.22,1010.2,,
2017-08-02,15:35:10,28.3,70.6,22.4,66,4.56,1010.2,,
2017-08-02,16:04:57,28.1,71.1,22.4,107,2.83,1010.3,,
2017-08-02,16:35:33,27.9,72,22.4,93,1.73,1010.3,,
2017-08-02,17:05:03,28.1,72,22.6,64,2.99,1010.5,,
2017-08-02,17:35:14,28,70.6,22.2,83,1.66,1010.7,,
2017-08-02,18:05:13,28.2,66.5,21.4,87,2.04,1010.8,,
2017-08-02,18:35:09,28,66.3,21.1,107,3.7,1010.9,,
2017-08-02,19:04:56,28.1,69,21.9,99,4.66,1011,,
