d_stamp,t_stamp,chlorophyll_concentration,turbidity_units,threshold,const_err
2017-07-29,21:40:10,0.0952,0.18910000000000002,,
2017-07-29,22:10:11,0.0714,0.18910000000000002,,
2017-07-29,22:40:14,0.059500000000000004,0.18910000000000002,,
2017-07-29,23:10:11,0.08330000000000001,0.18300000000000002,,
2017-07-29,23:40:09,0.08330000000000001,0.1952,,
2017-07-30,00:10:10,0.0714,0.1769,,
2017-07-30,00:40:11,0.0714,0.1952,,
2017-07-30,01:10:09,0.0952,0.18910000000000002,,
2017-07-30,01:40:10,0.08330000000000001,0.1952,,
2017-07-30,02:10:10,0.08330000000000001,0.18910000000000002,,
2017-07-30,02:40:10,0.08330000000000001,0.18300000000000002,,
2017-07-30,03:10:10,0.0952,0.18910000000000002,,
2017-07-30,03:40:10,0.0952,0.18910000000000002,,
2017-07-30,04:10:11,0.08330000000000001,0.1952,,
2017-07-30,04:40:11,0.0714,0.1952,,
2017-07-30,05:10:10,0.0714,0.1769,,
2017-07-30,05:40:11,0.1071,0.18910000000000002,,
2017-07-30,06:10:10,0.0476,0.18300000000000002,,
2017-07-30,06:40:11,0.0357,0.1769,,
2017-07-30,07:10:12,0.0476,0.18910000000000002,,
2017-07-30,07:40:11,0.0476,0.18910000000000002,,
2017-07-30,08:10:10,0.08330000000000001,0.18910000000000002,,
2017-07-30,08:40:09,0.0238,0.2074,,
2017-07-30,09:10:12,0.0476,0.18300000000000002,,
2017-07-30,09:40:10,0.0952,0.18910000000000002,,
2017-07-30,10:10:11,0.059500000000000004,0.2013,,
2017-07-30,10:40:09,0.0476,0.1952,,
2017-07-30,11:10:10,0.0952,0.21960000000000002,,
2017-07-30,11:40:10,0.0357,0.18910000000000002,,
2017-07-30,12:10:10,0.0476,0.2074,,
2017-07-30,12:40:10,0.2023,0.2318,,
2017-07-30,13:10:10,0.059500000000000004,0.2074,,
2017-07-30,13:40:11,0.22610000000000002,0.15860000000000002,,
2017-07-30,14:10:11,-0.0476,0.1769,x,
2017-07-30,14:40:11,0.17850000000000002,0.21350000000000002,,
2017-07-30,15:10:09,0.0952,0.18910000000000002,,
2017-07-30,15:40:11,0.0952,0.1769,,
2017-07-30,16:10:10,0.1071,0.18910000000000002,,
2017-07-30,16:40:10,0.0952,0.1769,,
2017-07-30,17:10:09,0.08330000000000001,0.18910000000000002,,
2017-07-30,17:40:11,0.1071,0.18910000000000002,,
2017-07-30,18:10:11,0.08330000000000001,0.1952,,
2017-07-30,18:40:09,0.0952,0.1952,,
2017-07-30,19:10:11,0.11900000000000001,0.2013,,
2017-07-30,19:40:10,0.0952,0.18910000000000002,,
2017-07-30,20:10:09,0.1071,0.2013,,
2017-07-30,20:40:11,0.1071,0.2013,,
2017-07-30,21:10:09,0.1071,0.2074,,
2017-07-30,21:40:13,0.0952,0.2074,,
2017-07-30,22:10:09,0.0952,0.2013,,
2017-07-30,22:40:10,0.11900000000000001,0.2257,,
2017-07-30,23:10:11,0.1071,0.2745,,
2017-07-30,23:40:08,0.11900000000000001,0.305,,
2017-07-31,00:10:11,0.11900000000000001,0.3416,,
2017-07-31,00:40:10,0.11900000000000001,0.31720000000000004,,
2017-07-31,01:10:10,0.1428,0.38430000000000003,,
2017-07-31,01:40:09,0.11900000000000001,0.305,,
2017-07-31,02:10:10,0.1071,0.32330000000000003,,
2017-07-31,02:40:10,0.0952,0.31110000000000004,,
2017-07-31,03:10:11,0.0952,0.1952,,
2017-07-31,03:40:09,0.1071,0.18910000000000002,,
2017-07-31,04:10:10,0.08330000000000001,0.18910000000000002,,
2017-07-31,04:40:12,0.0714,0.1647,,
2017-07-31,05:10:10,0.059500000000000004,0.2074,,
2017-07-31,05:40:12,0.11900000000000001,0.1342,,
2017-07-31,06:10:11,0.08330000000000001,0.2318,,
2017-07-31,06:40:08,0.0476,0.18910000000000002,,
2017-07-31,07:10:10,0.0714,0.18300000000000002,,
2017-07-31,07:40:11,0.0357,0.18910000000000002,,
2017-07-31,08:10:10,0.0476,0.18300000000000002,,
2017-07-31,08:40:09,0.059500000000000004,0.1708,,
2017-07-31,09:10:11,0.0476,0.1647,,
2017-07-31,09:40:10,0.0357,0.15860000000000002,,
2017-07-31,10:10:10,0.0119,0.1708,,
2017-07-31,10:40:11,0.11900000000000001,0.2257,,
2017-07-31,11:10:11,0.08330000000000001,0.1708,,
2017-07-31,11:40:09,0.0714,0.1769,,
2017-07-31,12:10:10,0.1547,0.1525,,
2017-07-31,12:40:10,0.4641,0.3355,,
2017-07-31,13:10:10,0.08330000000000001,0.2318,,
2017-07-31,13:40:11,0.11900000000000001,0.18910000000000002,,
2017-07-31,14:10:10,0.0476,0.2318,,
2017-07-31,14:40:09,0.059500000000000004,0.2013,,
2017-07-31,15:10:13,0.059500000000000004,0.18910000000000002,,
2017-07-31,15:40:11,0.059500000000000004,0.1647,,
2017-07-31,16:10:08,0.0357,0.18300000000000002,,
2017-07-31,16:40:11,0.059500000000000004,0.1708,,
2017-07-31,17:10:11,0.0476,0.18300000000000002,,
2017-07-31,17:40:10,0.0476,0.1769,,
2017-07-31,18:10:10,0.08330000000000001,0.1952,,
2017-07-31,18:40:09,0.0952,0.2318,,
2017-07-31,19:10:10,0.0714,0.2318,,
2017-07-31,19:40:10,0.1071,0.2928,,
2017-07-31,20:10:11,0.1071,0.2928,,
2017-07-31,20:40:10,0.0952,0.25620000000000004,,
2017-07-31,21:10:10,0.059500000000000004,0.21960000000000002,,
2017-07-31,21:40:10,0.08330000000000001,0.2013,,
2017-07-31,22:10:10,0.059500000000000004,0.18300000000000002,,
2017-07-31,22:40:10,0.059500000000000004,0.18300000000000002,,
2017-07-31,23:10:11,0.08330000000000001,0.18910000000000002,,
2017-07-31,23:40:11,0.0476,0.18300000000000002,,
2017-08-01,00:10:10,0.059500000000000004,0.1769,,
2017-08-01,00:40:09,0.0476,0.18300000000000002,,
2017-08-01,01:10:09,0.059500000000000004,0.1952,,
2017-08-01,01:40:11,0.0714,0.1952,,
2017-08-01,02:10:11,0.0476,0.1952,,
2017-08-01,02:40:09,0.0476,0.18910000000000002,,
2017-08-01,03:10:10,0.0357,0.23790000000000003,,
2017-08-01,03:40:13,0.0476,0.18300000000000002,,
2017-08-01,04:10:10,0.0357,0.1708,,
2017-08-01,04:40:11,0.0357,0.1952,,
2017-08-01,05:10:10,0.0357,0.1769,,
2017-08-01,05:40:12,0.0357,0.1769,,
2017-08-01,06:10:11,0.0476,0.18910000000000002,,
2017-08-01,06:40:10,0.08330000000000001,0.18910000000000002,,
2017-08-01,07:10:12,0.0357,0.2501,,
2017-08-01,07:40:10,0.0357,0.18300000000000002,,
2017-08-01,08:10:11,0.0357,0.1952,,
2017-08-01,08:40:12,0.0476,0.1769,,
2017-08-01,09:10:12,0.0476,0.1769,,
2017-08-01,09:40:09,0.0357,0.18910000000000002,,
2017-08-01,10:10:09,-0.0357,0.2013,x,
2017-08-01,10:40:09,-0.0119,0.1708,x,
2017-08-01,11:10:12,0.0476,0.1769,,
2017-08-01,11:40:10,0.0476,0.18910000000000002,,
2017-08-01,12:10:09,0.0238,0.18300000000000002,,
2017-08-01,12:40:11,0.0357,0.1159,,
2017-08-01,13:10:10,0.29750000000000004,0.09150000000000001,,
2017-08-01,13:40:10,-0.0357,0.18910000000000002,x,
2017-08-01,14:10:10,-0.0714,0.1647,x,
2017-08-01,14:40:10,-0.0357,0.2318,x,
2017-08-01,15:10:10,0.0952,0.15860000000000002,,
2017-08-01,15:40:09,0.0476,0.1769,,
2017-08-01,16:10:08,0.0714,0.18300000000000002,,
2017-08-01,16:40:11,0.0476,0.18910000000000002,,
2017-08-01,17:10:11,0.0714,0.18300000000000002,,
2017-08-01,17:40:10,0.0476,0.3355,,
2017-08-01,18:10:12,0.0714,0.2257,,
2017-08-01,18:40:11,0.0714,0.2013,,
2017-08-01,19:10:12,0.059500000000000004,0.18300000000000002,,
2017-08-01,19:40:11,0.08330000000000001,0.18300000000000002,,
2017-08-01,20:10:10,0.059500000000000004,0.18910000000000002,,
2017-08-01,20:40:11,0.0714,0.18300000000000002,,
2017-08-01,21:10:10,0.059500000000000004,0.18910000000000002,,
2017-08-01,21:40:10,0.059500000000000004,0.18910000000000002,,
2017-08-01,22:10:10,0.0714,0.18300000000000002,,
2017-08-01,22:40:11,0.0714,0.1952,,
2017-08-01,23:10:12,0.0714,0.1769,,
2017-08-01,23:40:09,0.0714,0.1952,,
2017-08-02,00:10:10,0.08330000000000001,0.18910000000000002,,
2017-08-02,00:40:10,0.0714,0.2013,,
2017-08-02,01:10:11,0.059500000000000004,0.1952,,
2017-08-02,01:40:10,0.08330000000000001,0.18300000000000002,,
2017-08-02,02:10:10,0.0714,0.18910000000000002,,
2017-08-02,02:40:10,0.059500000000000004,0.2013,,
2017-08-02,03:10:09,0.059500000000000004,0.18910000000000002,,
2017-08-02,03:40:10,0.0714,0.18910000000000002,,
2017-08-02,04:10:14,0.0714,0.1708,,
2017-08-02,04:40:10,0.0357,0.2013,,
2017-08-02,05:10:10,-0.0119,0.15860000000000002,x,
2017-08-02,05:40:11,0,0.1647,,
2017-08-02,06:10:10,0.0476,0.15860000000000002,,
2017-08-02,06:40:09,0.0357,0.1342,,
2017-08-02,07:10:09,-0.0119,0.18910000000000002,x,
2017-08-02,07:40:10,0.0357,0.2013,,
2017-08-02,08:10:10,0.0357,0.21960000000000002,,
2017-08-02,08:40:10,0.08330000000000001,0.21960000000000002,,
2017-08-02,09:10:10,0.059500000000000004,0.2257,,
2017-08-02,09:40:10,0.0714,0.2318,,
2017-08-02,10:10:10,0.08330000000000001,0.2257,,
2017-08-02,10:40:10,0.0119,0.21960000000000002,,
2017-08-02,11:10:09,0.059500000000000004,0.2318,,
2017-08-02,11:40:12,0.0238,0.18910000000000002,,
2017-08-02,12:10:10,0.0357,0.2318,,
2017-08-02,12:40:13,0.1071,0.1952,,
2017-08-02,13:10:11,-0.1547,0.1708,x,
2017-08-02,13:40:10,0.32130000000000003,0.3294,,
2017-08-02,14:10:12,-0.0476,0.1403,x,
2017-08-02,14:40:10,0.2499,0.1464,,
2017-08-02,15:10:12,0.1428,0.2318,,
2017-08-02,15:40:09,0.08330000000000001,0.18300000000000002,,
2017-08-02,16:10:09,0.0714,0.18300000000000002,,
2017-08-02,16:40:11,0.0714,0.18300000000000002,,
2017-08-02,17:10:10,0.0714,0.18300000000000002,,
2017-08-02,17:40:10,0.0714,0.18910000000000002,,
2017-08-02,18:10:09,0.08330000000000001,0.2074,,
2017-08-02,18:40:09,0.0952,0.2013,,
2017-08-02,19:10:10,0.08330000000000001,0.1952,,
2017-08-02,19:40:10,0.08330000000000001,0.18910000000000002,,
2017-08-02,20:10:12,0.0714,0.18910000000000002,,
2017-08-02,20:40:11,0.0952,0.1769,,
2017-08-02,21:10:11,0.08330000000000001,0.18910000000000002,,
2017-08-02,21:40:11,0.0714,0.18300000000000002,,
2017-08-02,22:10:10,0.0714,0.18300000000000002,,
2017-08-02,22:40:11,0.059500000000000004,0.18300000000000002,,
2017-08-02,23:10:10,0.059500000000000004,0.18300000000000002,,
2017-08-02,23:40:09,0.0714,0.18910000000000002,,
2017-08-03,00:10:09,0.0714,0.18300000000000002,,
2017-08-03,00:40:10,0.0714,0.1769,,
2017-08-03,01:10:10,0.059500000000000004,0.1769,,
2017-08-03,01:40:09,0.08330000000000001,0.18910000000000002,,
2017-08-03,02:10:10,0.059500000000000004,0.1708,,
2017-08-03,02:40:12,0.059500000000000004,0.1708,,
2017-08-03,03:10:11,0.059500000000000004,0.1708,,
2017-08-03,03:40:11,0.059500000000000004,0.1769,,
2017-08-03,04:10:10,0.059500000000000004,0.1708,,
2017-08-03,04:40:09,0.0476,0.1647,,
2017-08-03,05:10:10,0.059500000000000004,0.1708,,
2017-08-03,05:40:10,0.059500000000000004,0.18300000000000002,,
2017-08-03,06:10:11,0.0357,0.18300000000000002,,
2017-08-03,06:40:12,0.0357,0.18910000000000002,,
2017-08-03,07:10:10,0.059500000000000004,0.15860000000000002,,
2017-08-03,07:40:11,0.0476,0.1769,,
2017-08-03,08:10:10,0.0357,0.1769,,
2017-08-03,08:40:09,0.0476,0.1952,,
2017-08-03,09:10:09,0.0476,0.15860000000000002,,
2017-08-03,09:40:10,0.0714,0.18300000000000002,,
2017-08-03,10:10:10,0.0714,0.1769,,
2017-08-03,10:40:12,0.0952,0.2318,,
2017-08-03,11:10:09,0.13090000000000002,0.1708,,
2017-08-03,11:40:09,0,0.18300000000000002,,
2017-08-03,12:10:13,0.13090000000000002,0.1403,,
2017-08-03,12:40:09,-0.0357,0.18910000000000002,x,
2017-08-03,13:10:11,-0.08330000000000001,0.1037,x,
2017-08-03,13:40:11,-0.0357,0.0488,x,
2017-08-03,14:10:11,-0.0952,0.12810000000000002,x,
2017-08-03,14:40:09,0,0.1952,,
2017-08-03,15:10:12,0.0238,0.15860000000000002,,
2017-08-03,15:40:10,0.0357,0.2013,,
2017-08-03,16:10:10,0.0476,0.1708,,
2017-08-03,16:40:10,0.0476,0.1708,,
2017-08-03,17:10:12,0.059500000000000004,0.1708,,
2017-08-03,17:40:10,0.059500000000000004,0.1708,,
2017-08-03,18:10:11,0.0476,0.1647,,
2017-08-03,18:40:12,0.0476,0.1769,,
2017-08-03,19:10:12,0.0476,0.1769,,
2017-08-03,19:40:11,0.0476,0.15860000000000002,,
2017-08-03,20:10:10,0.0714,0.1708,,
2017-08-03,20:40:10,0.0476,0.1708,,
2017-08-03,21:10:11,0.0357,0.1647,,
2017-08-03,21:40:10,0.0357,0.1647,,
2017-08-03,22:10:12,0.0357,0.1708,,
2017-08-03,22:40:11,0.059500000000000004,0.18300000000000002,,
2017-08-03,23:10:11,0.0476,0.18300000000000002,,
2017-08-03,23:40:11,0.059500000000000004,0.18300000000000002,,
2017-08-04,00:10:12,0.08330000000000001,0.1769,,
2017-08-04,00:40:11,0.0714,0.1952,,
2017-08-04,01:10:11,0.059500000000000004,0.1769,,
2017-08-04,01:40:12,0.0714,0.18910000000000002,,
2017-08-04,02:10:10,0.0714,0.1769,,
2017-08-04,02:40:11,0.059500000000000004,0.1708,,
2017-08-04,03:10:12,0.0476,0.1769,,
2017-08-04,03:40:11,0.08330000000000001,0.18910000000000002,,
2017-08-04,04:10:10,0.059500000000000004,0.1769,,
2017-08-04,04:40:11,0.0952,0.1769,,
2017-08-04,05:10:10,0.0952,0.18300000000000002,,
2017-08-04,05:40:11,0.059500000000000004,0.18300000000000002,,
2017-08-04,06:10:12,0.0238,0.1525,,
2017-08-04,06:40:12,0.059500000000000004,0.1952,,
2017-08-04,07:10:09,0.0476,0.18300000000000002,,
2017-08-04,07:40:13,0.0476,0.1708,,
2017-08-04,08:10:09,0.0357,0.1708,,
2017-08-04,08:40:09,0.0357,0.1769,,
2017-08-04,09:10:10,0.059500000000000004,0.1708,,
2017-08-04,09:40:10,0.08330000000000001,0.18300000000000002,,
2017-08-04,10:10:11,0.0714,0.18910000000000002,,
2017-08-04,10:40:10,0.059500000000000004,0.1708,,
2017-08-04,11:10:11,0.0357,0.18300000000000002,,
2017-08-04,11:40:09,0.1071,0.1525,,
2017-08-04,12:10:10,0.16660000000000003,0.2318,,
2017-08-04,12:40:11,0.0238,0.1647,,
2017-08-04,13:10:10,-0.11900000000000001,0.1769,x,
2017-08-04,13:40:10,0.08330000000000001,0.18300000000000002,,
2017-08-04,14:10:12,0.0952,0.1708,,
2017-08-04,14:40:09,0.13090000000000002,0.1708,,
2017-08-04,15:10:10,0.0952,0.1708,,
2017-08-04,15:40:11,0.0952,0.1708,,
2017-08-04,16:10:10,0.1071,0.1769,,
2017-08-04,16:40:10,0.0952,0.18300000000000002,,
2017-08-04,17:10:11,0.08330000000000001,0.18910000000000002,,
2017-08-04,17:40:09,0.0952,0.1769,,
2017-08-04,18:10:09,0.0714,0.18300000000000002,,
2017-08-04,18:40:10,0.0714,0.18300000000000002,,
2017-08-04,19:10:12,0.08330000000000001,0.18910000000000002,,
2017-08-04,19:40:10,0.0952,0.18910000000000002,,
2017-08-04,20:10:11,0.0952,0.1708,,
2017-08-04,20:40:10,0.0714,0.18300000000000002,,
2017-08-04,21:10:09,0.08330000000000001,0.18300000000000002,,
2017-08-04,21:40:10,0.0952,0.18300000000000002,,
2017-08-04,22:10:12,0.0714,0.18300000000000002,,
2017-08-04,22:40:10,0.0714,0.1769,,
2017-08-04,23:10:11,0.08330000000000001,0.2013,,
2017-08-04,23:40:11,0.059500000000000004,0.18300000000000002,,
2017-08-05,00:10:11,0.059500000000000004,0.18910000000000002,,
2017-08-05,00:40:11,0.059500000000000004,0.18910000000000002,,
2017-08-05,01:10:09,0.059500000000000004,0.18910000000000002,,
2017-08-05,01:40:10,0.059500000000000004,0.18300000000000002,,
2017-08-05,02:10:10,0.08330000000000001,0.1769,,
2017-08-05,02:40:10,0.059500000000000004,0.1952,,
2017-08-05,03:10:09,0.0714,0.18910000000000002,,
2017-08-05,03:40:09,0.0714,0.18300000000000002,,
2017-08-05,04:10:09,0.059500000000000004,0.18300000000000002,,
2017-08-05,04:40:11,0.059500000000000004,0.18300000000000002,,
2017-08-05,05:10:09,0.0357,0.18910000000000002,,
2017-08-05,05:40:10,0.0714,0.1708,,
2017-08-05,06:10:10,0.0476,0.1769,,
2017-08-05,06:40:11,0.0357,0.18910000000000002,,
